year,mon,dy,hr,minutes,seconds,lon,lat,dep,mag,evid
2020,2,15,20,50,4.81,121.5438,23.8323,8.23,4.00,14152049.P20
2020,2,15,20,51,4.44,122.1252,23.9358,37.54,3.18,14152049.120
2020,2,15,21,40,22.70,121.5463,23.8222,9.07,3.45,14152140.P20
2020,2,16,1,11,6.39,122.5443,23.7785,24.86,3.14,14160110.P20
2020,2,16,7,42,2.26,121.5438,23.8228,7.60,3.19,14160741.P20
2020,2,16,8,13,25.43,121.5538,24.8280,75.95,3.09,14160813.P20
2020,2,16,21,38,17.38,121.5443,23.8282,8.69,3.03,14162137.P20
2020,2,16,22,3,32.56,119.6560,21.0875,46.43,3.34,14162203.P20
2020,2,16,23,34,31.16,122.7505,24.8085,41.93,3.26,14162334.P20
2020,2,17,1,19,47.05,121.4193,23.3277,42.61,3.17,14170119.P20
2020,2,17,8,50,56.57,121.6893,23.8875,45.48,3.27,14170850.P20
2020,2,17,16,26,14.90,122.8478,22.3998,60.32,3.26,14171626.P20
2020,2,17,17,48,51.56,121.0380,22.9777,6.34,3.26,14171748.P20
2020,2,18,1,45,45.69,122.5465,23.8320,31.32,3.29,14180145.P20
2020,2,18,8,42,48.21,121.3205,22.2975,67.35,3.30,14180842.P20
2020,2,18,18,3,53.03,121.9052,21.3032,178.55,3.72,14181804.P20
2020,2,18,20,32,15.00,122.0712,24.5558,65.72,3.16,14182032.P20
2020,2,19,5,27,45.10,121.5453,23.8700,9.42,4.84,14190527.P20
2020,2,19,5,28,0.62,121.5152,23.8685,9.20,3.87,14190527.220
2020,2,19,5,28,11.90,121.5178,23.8795,9.63,4.25,14190527.120
2020,2,19,5,39,21.23,121.5433,23.8652,9.19,3.14,14190539.P20
2020,2,19,9,30,18.87,121.5490,23.8730,9.78,3.09,14190930.P20
2020,2,19,11,55,7.96,121.0013,23.9922,17.35,4.53,14191154.P20
2020,2,19,14,2,23.71,122.5012,24.1547,40.95,3.21,14191402.P20
2020,2,19,14,58,12.21,122.0247,24.6290,59.25,3.19,14191458.P20
2020,2,19,19,48,30.48,121.5537,23.8620,10.00,3.20,14191948.P20
2020,2,19,20,54,39.42,122.5510,24.4890,88.18,3.48,14192054.P20
2020,2,19,23,48,21.54,121.4153,21.9262,24.08,3.44,14192348.P20
2020,2,20,3,43,6.83,121.5537,23.8572,7.26,3.04,14200342.P20
2020,2,20,6,17,41.67,122.3468,25.4478,164.71,3.33,14200617.P20
2020,2,20,7,18,1.75,122.7720,24.0565,22.48,4.47,14200717.P20
2020,2,20,13,16,15.79,121.5517,23.8677,10.16,4.09,14201316.P20
2020,2,21,5,56,18.33,121.3237,22.0720,72.96,3.71,14210556.P20
2020,2,21,23,44,32.15,121.7932,24.9188,126.51,3.13,14212344.P20
2020,2,22,6,16,54.84,121.5855,23.5925,34.72,3.53,14220616.P20
2020,2,22,7,55,10.62,120.2458,23.3697,6.88,3.22,14220754.P20
2020,2,22,10,44,5.98,122.2802,25.3487,203.42,3.55,14221044.P20
2020,2,22,13,22,39.82,122.9795,24.7637,133.21,4.14,14221322.P20
2020,2,22,14,5,23.08,121.3952,23.7542,23.49,3.15,14221405.P20
2020,2,22,20,28,51.87,121.7780,24.3775,24.43,3.15,14222028.P20
2020,2,23,5,35,2.39,121.5092,23.1797,40.02,3.63,14230534.P20
2020,2,23,6,21,34.98,121.0798,21.3448,41.41,3.00,14230621.P20
2020,2,23,19,25,12.07,121.9073,24.2905,28.26,3.17,14231925.P20
2020,2,24,2,51,12.19,122.7322,24.7123,116.70,3.37,14240251.P20
2020,2,24,12,10,33.36,121.5500,23.8312,8.19,4.51,14241210.P20
2020,2,24,14,14,20.28,121.5517,23.8313,8.39,3.06,14241414.P20
2020,2,25,0,1,0.32,121.2457,21.2928,84.01,3.49,14250000.P20
2020,2,25,1,0,14.95,122.1507,24.5433,76.66,4.81,14250100.P20
2020,2,25,6,33,14.98,120.9868,23.8240,14.94,3.45,14250633.P20
2020,2,25,11,14,2.11,121.4062,24.3915,5.13,5.30,14251113.P20
2020,2,25,11,16,4.94,121.4032,24.3972,6.16,3.04,14251115.P20
2020,2,25,11,20,30.24,121.3975,24.3913,6.36,3.22,14251120.P20
2020,2,25,11,28,47.57,121.4128,24.3928,6.30,3.51,14251128.P20
2020,2,25,12,27,3.16,121.4055,24.3848,5.27,4.18,14251226.P20
2020,2,25,15,39,35.83,121.4022,24.3963,5.26,3.93,14251539.P20
2020,2,26,3,1,5.50,121.3922,24.4022,7.09,3.21,14260300.P20
2020,2,26,5,34,15.14,121.6157,23.8768,26.53,4.91,14260534.P20
2020,2,26,9,39,15.74,121.9800,24.3133,28.84,3.35,14260939.P20
2020,2,26,11,43,49.04,122.5770,22.1633,65.61,3.92,14261143.P20
2020,2,26,20,10,5.37,122.2925,23.9817,21.93,3.15,14262009.P20
2020,2,27,7,33,49.25,120.5053,21.9715,49.24,3.04,14270733.P20
2020,2,27,8,5,49.01,121.3600,22.1593,58.36,3.32,14270805.P20
2020,2,27,14,34,32.56,121.5532,23.3005,37.12,3.35,14271434.P20
2020,2,27,16,54,27.64,121.4015,24.3812,5.55,3.49,14271654.P20
2020,2,27,17,3,45.21,122.3948,24.7260,107.79,3.16,14271703.P20
2020,2,27,20,3,49.13,121.8408,23.8310,37.21,3.57,14272003.P20
2020,2,27,20,16,46.92,122.0113,24.8682,97.52,3.09,14272016.P20
2020,2,28,1,35,53.79,121.8577,24.8348,87.83,3.71,14280135.P20
2020,2,28,18,49,43.16,121.4042,24.3825,5.47,3.80,14281849.P20
2020,2,28,18,51,40.31,121.3973,24.3922,7.00,3.09,14281851.P20
2020,2,28,19,4,24.77,121.9508,24.3063,55.15,3.69,14281904.P20
2020,2,28,21,19,42.51,121.6827,24.0492,38.88,3.35,14282119.P20
2020,2,28,22,27,53.15,122.0053,21.2098,65.35,4.22,14282227.P20
2020,2,29,4,20,3.84,122.5653,24.5235,13.32,3.67,14290420.P20
2020,2,29,23,40,30.74,122.0365,22.7050,42.26,3.00,14292340.P20
2020,3,1,2,4,28.92,121.7010,21.8352,27.89,3.76,15010204.P20
2020,3,1,9,22,32.62,122.1138,24.3093,38.27,3.61,15010922.P20
2020,3,1,10,26,6.10,121.5332,23.7232,23.37,3.29,15011025.P20
2020,3,1,16,9,22.82,122.7838,24.4613,108.10,3.01,15011609.P20
2020,3,1,17,26,18.93,121.5808,23.5853,35.23,4.37,15011726.P20
2020,3,2,2,16,23.16,122.8670,24.5147,62.98,3.58,15020216.P20
2020,3,2,8,13,36.43,121.4968,23.6092,45.76,3.03,15020813.P20
2020,3,2,9,32,54.60,121.7478,24.9020,124.73,3.23,15020933.P20
2020,3,2,14,7,10.41,122.2863,21.0768,16.74,4.19,15021407.P20
2020,3,2,15,17,20.76,121.3098,22.6007,36.82,3.23,15021517.P20
2020,3,2,16,41,52.23,120.7693,23.8517,26.79,3.25,15021641.P20
2020,3,2,18,47,49.67,121.5078,22.5092,98.66,3.28,15021847.P20
2020,3,3,4,12,37.77,122.4530,24.1150,28.24,4.36,15030412.P20
2020,3,3,5,3,14.94,121.4005,22.1492,22.57,3.32,15030503.P20
2020,3,3,7,32,25.26,121.3357,22.1273,29.38,3.43,15030732.P20
2020,3,3,15,25,45.10,121.7378,23.9358,51.09,3.27,15031525.P20
2020,3,3,17,32,8.03,122.1712,21.2677,149.15,3.36,15031732.P20
2020,3,3,19,31,46.10,122.3538,24.0273,42.53,3.01,15031930.120
2020,3,3,19,32,23.39,122.3627,24.0413,28.33,3.14,15031930.P20
2020,3,3,19,40,4.11,122.3733,24.0412,26.29,3.13,15031939.P20
2020,3,3,19,44,6.67,122.4110,24.0193,35.20,3.62,15031944.P20
2020,3,3,19,46,3.18,122.4023,23.9950,25.16,3.01,15031946.P20
2020,3,3,19,52,38.65,122.3832,24.0640,33.46,3.48,15031952.P20
2020,3,4,0,35,40.04,121.4017,24.4052,5.54,3.18,15040035.P20
2020,3,4,0,49,57.13,120.1517,23.2262,11.35,3.27,15040049.P20
2020,3,4,5,9,4.25,120.5652,22.9252,15.91,3.91,15040508.P20
2020,3,4,15,56,13.19,120.1433,21.0530,87.01,3.29,15041556.120
2020,3,4,18,29,53.67,121.3280,22.8998,21.74,3.79,15041829.P20
2020,3,4,18,37,53.38,120.6340,21.9930,39.09,3.04,15041837.P20
2020,3,5,7,27,34.17,120.6022,21.9233,38.35,3.25,15050727.P20
2020,3,5,12,5,30.19,121.8387,21.3263,171.17,4.19,15051205.P20
2020,3,5,16,11,17.46,120.1222,21.5703,60.36,3.15,15051611.P20
2020,3,6,5,51,15.95,122.1753,24.2727,51.38,3.80,15060551.P20
2020,3,6,13,7,21.87,121.8500,24.5653,68.41,3.02,15061307.P20
2020,3,7,1,1,51.68,121.2058,21.2628,47.91,4.03,15070101.P20
2020,3,7,1,30,48.19,121.2048,21.3903,60.84,3.66,15070130.P20
2020,3,7,7,55,39.92,121.1105,21.2550,59.82,3.00,15070755.P20
2020,3,8,3,46,19.72,121.5378,23.8647,9.72,3.57,15080346.P20
2020,3,8,5,50,11.76,121.9288,24.4107,26.94,3.87,15080550.P20
2020,3,8,5,56,11.63,121.9477,24.4102,24.77,3.34,15080556.P20
2020,3,8,9,39,19.33,121.3935,23.7427,15.54,3.27,15080939.P20
2020,3,8,17,51,47.32,121.3808,22.3065,72.33,3.01,15081751.P20
2020,3,8,23,12,26.94,120.9783,22.4335,15.24,3.30,15082312.P20
2020,3,9,8,49,52.85,120.8107,23.0250,5.25,3.03,15090849.P20
2020,3,9,10,21,3.25,120.4260,22.0563,48.95,3.32,15091021.P20
2020,3,9,10,34,8.19,122.2983,24.4828,66.85,3.48,15091034.P20
2020,3,9,14,37,21.71,122.7698,25.1873,166.09,3.51,15091437.P20
2020,3,9,20,57,25.55,121.8423,24.9160,109.84,3.00,15092057.P20
2020,3,10,9,27,56.96,121.8975,21.2810,163.33,3.68,15100928.P20
2020,3,10,16,6,9.50,122.7717,24.0852,23.89,4.07,15101605.P20
2020,3,10,16,14,23.79,122.6960,24.0258,32.76,3.88,15101614.P20
2020,3,11,1,34,6.40,121.7498,24.5172,30.64,3.37,15110133.P20
2020,3,11,2,8,44.05,122.7805,24.2878,51.83,3.10,15110208.P20
2020,3,12,6,7,6.57,121.5457,23.8498,9.81,3.99,15120606.P20
2020,3,12,6,27,13.40,121.5313,23.8440,9.49,3.33,15120626.P20
2020,3,12,6,31,35.96,121.5353,23.8438,9.50,3.04,15120631.P20
2020,3,12,6,34,36.02,121.5373,23.8418,9.87,3.40,15120633.P20
2020,3,12,18,48,55.46,122.4433,24.7162,104.38,3.95,15121848.P20
2020,3,13,2,8,46.90,122.4550,25.1417,132.91,3.25,15130208.P20
2020,3,13,7,15,30.81,122.8942,24.0662,28.60,3.04,15130715.P20
2020,3,13,11,54,5.12,121.5013,24.0580,22.87,3.59,15131153.P20
2020,3,13,15,23,29.91,121.5552,24.1773,22.88,3.02,15131523.P20
2020,3,13,20,0,59.41,120.4880,23.1737,8.80,3.35,15132000.P20
2020,3,13,22,29,32.06,121.3278,22.6737,91.17,3.46,15132229.P20
2020,3,14,10,27,42.90,121.4105,24.4045,5.77,3.04,15141027.P20
2020,3,14,12,57,40.83,121.7870,24.9812,129.31,3.19,15141257.P20
2020,3,14,17,3,49.81,121.0202,21.8970,20.38,3.60,15141703.P20
2020,3,14,21,28,31.74,122.4920,24.9878,172.54,3.00,15142128.P20
2020,3,14,22,26,29.14,121.0777,22.4170,10.65,3.36,15142226.P20
2020,3,15,1,8,4.50,120.5692,23.1397,12.45,3.72,15150107.P20
2020,3,15,1,52,59.71,120.5658,23.1403,13.26,4.34,15150152.P20
2020,3,16,0,46,16.82,119.9443,21.7392,86.93,3.19,15160046.P20
2020,3,16,2,15,56.97,120.9655,21.9087,22.75,3.78,15160215.P20
2020,3,16,5,0,50.38,121.4060,24.4220,5.51,3.27,15160500.120
2020,3,16,5,1,56.74,121.3993,24.4205,5.45,3.59,15160500.P20
2020,3,16,5,41,9.96,121.5650,23.8973,8.25,3.08,15160540.P20
2020,3,16,7,25,48.06,120.7513,23.6483,14.03,3.27,15160725.P20
2020,3,16,8,10,37.65,121.3998,24.4222,5.82,3.74,15160810.P20
2020,3,16,8,15,25.09,121.4057,24.4220,5.60,3.67,15160815.P20
2020,3,16,10,12,15.71,122.3890,24.5405,91.47,3.06,15161012.P20
2020,3,16,12,8,20.17,121.4160,24.3982,6.25,3.52,15161208.P20
2020,3,16,16,23,10.11,121.4638,22.2303,21.13,3.58,15161623.P20
2020,3,16,19,34,50.53,121.9140,24.4250,38.88,3.43,15161934.P20
2020,3,16,20,52,18.02,121.3695,23.2307,17.77,3.76,15162052.P20
2020,3,17,3,19,28.84,121.6175,24.7663,84.48,3.02,15170319.P20
2020,3,17,11,47,21.51,122.0873,24.8863,111.36,3.53,15171147.P20
2020,3,17,17,22,11.98,121.6375,23.6715,33.47,3.98,15171722.P20
2020,3,18,2,35,4.01,121.8447,24.4560,11.16,3.45,15180234.P20
2020,3,18,7,55,11.76,119.7535,24.2520,12.68,3.33,15180755.P20
2020,3,18,16,37,16.96,121.4098,24.4195,5.61,3.09,15181636.P20
2020,3,18,18,29,18.30,121.9325,24.4125,25.44,3.31,15181829.P20
2020,3,19,2,2,39.62,122.5733,24.5465,13.49,3.08,15190202.P20
2020,3,19,13,50,52.62,122.3287,24.7903,5.96,3.57,15191350.P20
2020,3,19,13,51,45.61,122.3658,24.8093,12.97,3.04,15191350.120
2020,3,19,14,58,43.15,121.7247,25.0347,147.32,3.30,15191458.P20
2020,3,19,21,8,14.73,121.7413,21.7233,25.11,3.51,15192108.P20
2020,3,19,21,14,14.80,122.6743,24.0497,30.92,3.93,15192114.P20
2020,3,20,4,11,17.91,122.1167,24.2943,38.81,4.72,15200411.P20
2020,3,20,16,26,17.32,122.2517,21.4062,153.42,3.06,15201626.P20
2020,3,20,16,29,55.17,121.9632,24.3530,21.47,3.80,15201629.P20
2020,3,20,23,47,54.05,122.7950,24.0685,20.22,3.48,15202348.P20
2020,3,21,9,34,16.00,121.7462,23.8255,47.33,3.22,15210934.P20
2020,3,21,14,25,30.58,122.1798,23.6533,24.36,3.25,15211425.P20
2020,3,22,2,55,24.38,121.4192,24.3700,6.92,3.83,15220255.P20
2020,3,22,8,6,29.42,122.6207,24.5002,97.18,3.08,15220806.P20
2020,3,22,8,52,35.99,121.0447,22.4698,10.84,3.00,15220852.P20
2020,3,22,11,49,49.21,122.2357,24.8037,95.25,3.26,15221149.P20
2020,3,22,17,30,25.07,121.2442,21.1902,77.68,3.83,15221730.P20
2020,3,22,19,17,30.19,121.4213,24.3660,7.08,3.28,15221917.P20
2020,3,23,0,18,5.26,120.9638,22.5228,8.34,3.05,15230017.P20
2020,3,23,1,36,2.92,121.6707,24.4097,24.40,3.58,15230135.P20
2020,3,23,10,10,37.14,121.6193,22.8925,18.71,3.78,15231010.P20
2020,3,23,15,37,56.54,121.9428,23.2958,34.16,3.99,15231537.P20
2020,3,23,19,40,53.83,121.2723,22.3125,39.10,3.68,15231940.P20
2020,3,24,11,28,15.06,122.4187,24.0403,25.97,3.61,15241128.P20
2020,3,24,12,0,1.51,121.2262,21.4458,85.60,3.14,15241200.P20
2020,3,24,14,27,23.40,121.1688,21.2478,63.95,3.41,15241427.P20
2020,3,24,14,48,8.17,120.8283,23.0260,3.86,3.25,15241447.P20
2020,3,24,18,6,45.79,121.4017,24.3785,5.91,3.47,15241806.P20
2020,3,25,2,48,29.92,121.4590,23.3045,34.08,3.86,15250248.P20
2020,3,25,6,1,22.96,122.1197,21.7453,41.92,3.74,15250601.P20
2020,3,25,8,14,1.13,122.2573,24.9027,13.36,3.22,15250813.P20
2020,3,25,12,41,9.01,122.6440,24.7863,99.09,3.40,15251241.P20
2020,3,26,4,48,7.69,120.1485,22.9865,15.76,3.26,15260448.P20
2020,3,26,5,15,14.71,120.1600,22.9833,18.19,3.39,15260515.P20
2020,3,26,6,25,41.41,121.9017,24.6113,13.22,3.20,15260625.P20
2020,3,26,6,41,18.63,120.1555,22.9855,14.64,3.38,15260641.P20
2020,3,26,9,57,47.98,120.1705,22.9683,14.58,3.42,15260956.P20
2020,3,27,17,23,26.06,121.5555,23.2218,39.91,3.20,15271723.P20
2020,3,27,17,58,2.73,121.1952,22.5037,31.49,3.08,15271757.P20
2020,3,27,20,18,17.95,122.5875,24.2973,53.40,3.53,15272017.P20
2020,3,28,8,10,41.61,122.3355,24.6992,10.18,3.10,15280810.P20
2020,3,28,9,12,10.51,122.7290,24.9265,125.87,3.61,15280912.P20
2020,3,28,15,39,32.69,122.2592,25.9080,233.15,3.73,15281539.P20
2020,3,28,23,47,33.75,121.5603,23.2597,38.95,3.52,15282347.P20
2020,3,29,2,40,24.82,122.7702,24.6792,107.78,4.46,15290240.P20
2020,3,29,18,24,52.38,122.9432,24.4338,90.50,3.20,15291824.P20
2020,3,30,0,6,4.77,121.6618,24.0015,40.69,3.11,15300005.P20
2020,3,30,4,59,36.64,121.8565,24.7562,76.84,3.07,15300459.P20
2020,3,30,13,6,56.95,122.8142,24.8827,134.85,3.36,15301307.P20
2020,3,30,13,8,17.01,122.5585,24.5478,9.96,3.56,15301308.P20
2020,3,30,20,25,18.06,122.5013,23.8142,37.53,3.35,15302025.P20
2020,3,30,20,26,46.87,121.6850,23.7983,47.48,3.16,15302026.P20
2020,3,31,1,46,15.11,122.1540,24.2215,54.36,3.33,15310146.P20
2020,3,31,7,55,27.75,121.0398,22.2868,8.05,3.06,15310755.P20
2020,3,31,12,0,56.48,122.2705,25.0482,14.65,3.85,15311200.P20
2020,4,1,1,12,22.85,121.8575,24.1195,45.46,3.62,16010112.P20
2020,4,1,8,55,34.61,121.0370,22.9837,9.73,3.55,16010855.P20
2020,4,1,9,3,24.97,121.8062,24.0633,10.43,3.41,16010903.P20
2020,4,2,0,35,1.75,121.9490,21.1978,165.51,4.73,16020035.P20
2020,4,2,2,52,23.61,120.4622,23.0905,10.22,4.04,16020252.P20
2020,4,2,4,44,46.27,121.4177,22.2587,27.07,3.27,16020444.P20
2020,4,2,11,12,11.22,122.2945,24.0012,22.64,3.66,16021112.P20
2020,4,2,19,35,19.39,120.3662,23.2487,11.16,3.18,16021935.P20
2020,4,2,23,42,33.59,122.6797,24.3720,78.47,3.21,16022342.P20
2020,4,3,2,3,40.11,120.9088,24.2162,29.69,3.16,16030203.P20
2020,4,3,3,51,53.81,121.8688,24.4018,20.97,3.04,16030351.P20
2020,4,3,4,4,39.81,121.7377,24.1380,50.35,3.66,16030404.P20
2020,4,3,20,11,22.86,120.1407,23.1995,12.33,3.09,16032011.P20
2020,4,4,1,17,26.14,121.0410,22.9877,9.58,3.23,16040117.P20
2020,4,4,8,18,33.81,122.2272,21.1805,142.75,3.78,16040818.P20
2020,4,4,10,51,17.49,122.2685,24.1397,47.66,3.24,16041051.P20
2020,4,5,1,19,34.44,121.9500,21.1252,172.09,3.46,16050119.120
2020,4,5,9,52,47.43,122.2292,22.4417,62.58,3.12,16050952.120
2020,4,6,3,23,45.57,122.4780,24.9095,12.74,3.11,16060323.P20
2020,4,6,9,54,16.05,122.5568,24.1993,18.11,3.03,16060954.P20
2020,4,7,15,56,47.01,122.0345,24.1267,49.75,3.77,16071556.P20
2020,4,8,0,7,40.24,122.6642,24.3088,52.15,4.80,16080007.P20
2020,4,8,11,56,1.67,121.3345,22.0178,28.70,3.21,16081156.P20
2020,4,8,16,3,43.84,122.0370,24.1997,50.62,3.55,16081603.P20
2020,4,8,20,55,3.72,121.3872,24.3788,6.17,3.15,16082054.P20
2020,4,8,23,48,55.07,120.8550,22.2047,10.81,3.24,16082348.120
2020,4,8,23,49,19.56,121.8603,24.2615,25.93,4.86,16082348.P20
2020,4,9,14,22,39.24,120.9977,21.1078,38.78,4.28,16091422.P20
2020,4,9,15,11,30.37,121.6777,24.0165,42.55,3.62,16091511.P20
2020,4,9,16,59,23.45,121.8077,24.0797,58.53,3.06,16091659.P20
2020,4,9,22,16,52.41,121.8517,24.2687,25.18,3.14,16092216.P20
2020,4,10,7,32,27.12,121.2783,22.9555,41.62,3.01,16100732.P20
2020,4,10,11,52,28.65,121.7170,23.9022,18.16,4.06,16101152.P20
2020,4,10,15,35,22.89,122.0215,24.8480,14.03,3.06,16101534.P20
2020,4,10,16,44,57.45,122.1688,20.5410,179.35,6.58,16101645.P20
2020,4,11,2,53,13.12,121.6040,24.5963,54.65,3.88,16110253.P20
2020,4,11,11,42,37.30,121.9237,24.3977,19.19,3.43,16111142.P20
2020,4,11,17,37,58.80,121.9817,24.4440,70.66,3.00,16111737.P20
2020,4,12,1,14,57.96,121.8560,24.0375,46.84,3.85,16120114.P20
2020,4,12,9,6,58.40,121.8002,24.4868,66.57,3.01,16120906.P20
2020,4,12,11,36,41.18,122.2023,24.0567,45.44,5.29,16121136.P20
2020,4,12,13,9,3.66,121.9795,24.3883,21.30,3.04,16121308.P20
2020,4,12,14,17,40.99,121.8333,24.2647,23.99,3.48,16121417.P20
2020,4,12,21,12,11.31,121.5760,22.1983,22.74,3.06,16122112.P20
2020,4,12,23,54,31.64,122.0613,24.8918,113.66,3.26,16122354.P20
2020,4,13,3,32,30.59,121.8033,24.1095,58.13,3.61,16130332.P20
2020,4,13,18,57,13.34,122.2060,24.9535,121.67,3.27,16131857.P20
2020,4,14,7,7,19.98,121.0462,22.1168,15.24,3.07,16140707.P20
2020,4,14,14,14,6.15,121.7795,22.8755,25.01,3.17,16141413.P20
2020,4,14,21,42,18.26,121.9117,21.6717,25.73,3.76,16142142.P20
2020,4,15,9,58,38.90,121.5158,24.0368,18.81,3.00,16150958.P20
2020,4,15,14,22,57.18,121.5787,23.8295,23.60,3.02,16151422.P20
2020,4,15,15,53,33.41,122.9845,24.8052,115.57,3.10,16151553.P20
2020,4,15,21,8,4.59,121.3267,21.6380,110.20,3.68,16152108.120
2020,4,16,4,38,2.59,122.3240,24.8380,113.37,3.70,16160438.P20
2020,4,17,17,24,27.52,122.4285,24.6805,81.12,3.07,16171724.P20
2020,4,17,18,27,58.35,121.9395,24.8960,102.19,3.13,16171828.P20
2020,4,17,21,28,30.56,121.1108,21.9848,30.30,3.35,16172128.P20
2020,4,18,4,19,33.47,122.4375,24.6408,96.34,3.56,16180419.P20
2020,4,18,11,13,31.91,120.7222,23.1285,5.15,3.17,16181113.P20
2020,4,18,12,44,44.43,121.0438,22.6307,6.39,3.16,16181244.P20
2020,4,18,19,0,53.50,121.5240,23.5677,32.01,3.52,16181900.P20
2020,4,18,19,18,10.55,121.8138,23.6260,35.49,3.22,16181918.P20
2020,4,19,0,6,0.54,121.5318,22.6033,105.12,3.17,16190006.P20
2020,4,19,3,43,30.52,120.9128,23.0995,2.51,3.44,16190343.P20
2020,4,19,15,39,32.47,122.0395,24.8330,96.59,3.58,16191539.P20
2020,4,19,18,41,15.28,120.1707,22.9712,14.96,3.33,16191841.P20
2020,4,19,20,29,16.40,120.7230,22.6995,24.73,3.64,16192029.P20
2020,4,19,20,43,36.35,120.1630,22.9688,16.90,3.05,16192043.P20
2020,4,19,21,46,49.86,122.2340,24.4718,53.91,3.10,16192146.P20
2020,4,19,21,59,25.81,121.5232,24.0780,19.81,3.15,16192159.P20
2020,4,20,6,4,23.54,120.6675,22.8535,16.87,3.61,16200604.P20
2020,4,20,9,8,6.50,122.2935,24.1223,47.24,3.01,16200908.P20
2020,4,21,0,21,6.88,120.8372,22.8977,5.78,3.60,16210020.P20
2020,4,21,1,17,39.17,120.6257,23.1622,13.17,3.03,16210117.P20
2020,4,21,4,44,15.52,121.3957,23.1485,21.45,3.02,16210444.P20
2020,4,21,6,23,49.36,120.8573,22.7832,5.88,3.00,16210623.P20
2020,4,21,15,2,11.61,121.7463,24.0753,38.55,4.55,16211501.P20
2020,4,21,18,41,13.87,121.6865,24.0207,36.51,3.75,16211841.P20
2020,4,22,12,56,46.97,122.5732,24.5390,12.32,3.01,16221256.P20
2020,4,22,13,3,53.33,120.9130,23.1073,3.34,4.19,16221303.P20
2020,4,22,13,11,23.72,122.7708,24.6903,111.64,3.78,16221311.P20
2020,4,22,13,23,57.51,120.9130,23.0972,5.40,3.14,16221323.P20
2020,4,22,13,29,26.05,120.9102,23.1108,2.79,3.26,16221329.P20
2020,4,22,14,13,54.72,120.9123,23.1115,2.78,3.11,16221413.P20
2020,4,22,20,50,53.69,120.9128,23.1032,2.99,3.18,16222050.P20
2020,4,22,22,42,58.86,120.9090,23.1025,5.09,3.50,16222242.P20
2020,4,23,1,21,59.66,120.9098,23.1063,2.55,3.61,16230121.P20
2020,4,23,19,18,35.05,121.8522,24.5180,6.96,3.29,16231918.P20
2020,4,24,14,27,40.03,121.4645,23.8937,17.30,3.15,16241427.P20
2020,4,25,1,9,49.30,122.8017,23.6685,43.03,4.32,16250109.P20
2020,4,25,6,44,22.81,121.5340,23.9885,40.87,3.21,16250644.P20
2020,4,25,9,13,5.63,120.8540,22.7810,6.90,3.33,16250912.P20
2020,4,25,11,11,1.13,122.1533,24.2895,41.32,3.44,16251110.P20
2020,4,25,13,51,26.49,120.9455,24.5375,5.77,3.12,16251351.P20
2020,4,25,15,37,3.00,122.2463,24.7765,10.64,3.13,16251537.P20
2020,4,25,22,42,8.39,122.0048,24.5288,65.08,3.23,16252242.P20
2020,4,26,4,29,5.68,121.9155,21.1083,187.36,4.21,16260429.P20
2020,4,26,20,56,54.89,121.5400,22.0525,85.42,3.09,16262056.P20
2020,4,26,22,25,58.58,122.3305,24.8627,122.33,3.25,16262225.P20
2020,4,26,23,34,8.27,122.9620,24.5897,100.05,3.44,16262333.P20
2020,4,27,5,51,41.30,121.1692,22.8663,26.91,4.12,16270551.P20
2020,4,27,10,57,3.84,121.8345,25.5010,194.51,3.07,16271057.P20
2020,4,27,11,16,48.69,120.9140,23.1097,2.70,4.42,16271116.P20
2020,4,27,11,58,53.95,120.9175,23.1127,2.43,4.40,16271158.P20
2020,4,27,12,1,57.50,120.9173,23.1148,2.00,3.29,16271201.P20
2020,4,27,12,18,30.20,120.9137,23.1165,2.48,3.12,16271218.P20
2020,4,27,12,27,19.54,120.9178,23.1088,2.04,3.25,16271226.P20
2020,4,27,12,28,25.28,120.9162,23.0980,3.52,3.67,16271228.P20
2020,4,27,12,29,2.75,120.9160,23.0942,5.42,3.79,16271228.120
2020,4,27,13,30,58.11,122.0153,24.7227,60.42,3.02,16271330.P20
2020,4,27,13,43,1.75,122.5962,24.0548,39.30,3.12,16271342.P20
2020,4,27,16,25,12.86,122.2682,23.7060,29.49,4.17,16271625.P20
2020,4,28,6,9,1.79,121.6172,22.5455,15.85,3.09,16280608.P20
2020,4,28,13,39,9.15,122.6855,25.1313,180.09,3.42,16281339.P20
2020,4,28,19,25,1.74,122.7687,21.2420,59.18,3.70,16281925.P20
2020,4,29,4,49,25.07,120.9177,23.1067,2.18,3.15,16290449.P20
2020,4,29,5,48,35.40,122.5650,24.9833,146.57,3.44,16290548.P20
2020,4,29,9,37,52.98,121.7552,23.8180,42.94,3.49,16290937.P20
2020,4,29,9,44,29.97,121.3623,22.2305,16.71,3.50,16290944.P20
2020,4,29,17,20,54.07,122.7430,24.4298,63.44,3.05,16291720.P20
2020,4,29,22,0,58.79,121.6910,22.8232,12.12,3.44,16292201.P20
2020,4,29,23,56,0.96,121.3418,22.0415,22.45,3.38,16292356.P20
2020,4,30,17,20,56.61,121.5488,24.2713,46.97,3.26,16301720.P20
2020,5,1,6,23,52.90,121.8352,24.4127,13.28,3.53,17010623.P20
2020,5,1,20,7,24.18,122.5500,23.7965,29.43,3.81,17012007.P20
2020,5,1,22,23,15.13,122.4327,24.6355,100.50,3.63,17012223.P20
2020,5,1,22,57,57.33,122.5425,24.5475,20.88,4.28,17012258.P20
