   time          R           T           Z
1.2470e+01  3.5637e+05 -2.6282e+05 -4.8806e+05
1.2480e+01  5.1595e+05 -3.5767e+05 -4.5575e+05
1.2490e+01  6.4026e+05 -4.1964e+05 -4.0722e+05
1.2500e+01  7.1573e+05 -4.6017e+05 -3.9984e+05
1.2510e+01  7.3481e+05 -4.8682e+05 -4.7796e+05
1.2520e+01  7.0967e+05 -4.9689e+05 -6.4394e+05
1.2530e+01  6.7394e+05 -4.8872e+05 -8.4719e+05
1.2540e+01  6.7062e+05 -4.8339e+05 -1.0062e+06
1.2550e+01  7.1674e+05 -5.1584e+05 -1.0569e+06
1.2560e+01  7.7645e+05 -5.9483e+05 -9.8818e+05
1.2570e+01  7.8891e+05 -6.9037e+05 -8.3984e+05
1.2580e+01  7.2190e+05 -7.7001e+05 -6.7504e+05
1.2590e+01  5.9213e+05 -8.2524e+05 -5.5474e+05
1.2600e+01  4.4669e+05 -8.5629e+05 -5.1110e+05
1.2610e+01  3.3668e+05 -8.5750e+05 -5.1285e+05
1.2620e+01  2.9945e+05 -8.2531e+05 -4.7664e+05
1.2630e+01  3.4751e+05 -7.6310e+05 -3.2737e+05
1.2640e+01  4.6174e+05 -6.7813e+05 -5.7643e+04
1.2650e+01  5.9500e+05 -5.8417e+05  2.5380e+05
1.2660e+01  6.9737e+05 -4.9597e+05  4.9612e+05
1.2670e+01  7.4248e+05 -4.2255e+05  6.0556e+05
1.2680e+01  7.2194e+05 -3.6879e+05  5.9972e+05
1.2690e+01  6.3974e+05 -3.2845e+05  5.4648e+05
1.2700e+01  5.2292e+05 -2.7527e+05  5.0700e+05
1.2710e+01  4.0923e+05 -1.7311e+05  5.0829e+05
1.2720e+01  3.1573e+05 -1.5173e+04  5.4650e+05
1.2730e+01  2.2900e+05  1.5834e+05  5.9687e+05
1.2740e+01  1.2501e+05  3.0199e+05  6.2430e+05
1.2750e+01 -1.3965e+04  4.0988e+05  6.1447e+05
1.2760e+01 -1.9246e+05  5.0720e+05  6.0141e+05
1.2770e+01 -3.8935e+05  6.0075e+05  6.3441e+05
1.2780e+01 -5.5503e+05  6.5707e+05  7.2695e+05
1.2790e+01 -6.3935e+05  6.3115e+05  8.5604e+05
1.2800e+01 -6.3709e+05  5.0540e+05  9.7767e+05
1.2810e+01 -6.0271e+05  3.1318e+05  1.0329e+06
1.2820e+01 -6.0737e+05  1.2836e+05  9.8140e+05
1.2830e+01 -6.7712e+05  1.3996e+04  8.3018e+05
1.2840e+01 -7.7331e+05 -1.8003e+04  6.2404e+05
1.2850e+01 -8.2199e+05  9.1596e+02  4.1384e+05
1.2860e+01 -7.5953e+05  2.3134e+04  2.3100e+05
1.2870e+01 -5.7592e+05  1.9017e+04  8.5393e+04
1.2880e+01 -3.3087e+05 -3.1510e+03 -3.2221e+04
1.2890e+01 -1.1998e+05 -1.1140e+04 -1.4192e+05
1.2900e+01 -1.3398e+04  1.9858e+04 -2.6639e+05
1.2910e+01 -1.8191e+04  9.0186e+04 -4.1709e+05
1.2920e+01 -8.5205e+04  1.8942e+05 -5.6717e+05
1.2930e+01 -1.4448e+05  3.0606e+05 -6.4911e+05
1.2940e+01 -1.4953e+05  4.2298e+05 -6.0100e+05
1.2950e+01 -9.8855e+04  5.1648e+05 -4.2086e+05
1.2960e+01 -1.7108e+04  5.6418e+05 -1.6770e+05
1.2970e+01  7.7302e+04  5.5601e+05  7.4620e+04
1.2980e+01  1.7791e+05  4.9876e+05  2.3237e+05
1.2990e+01  2.6826e+05  4.1999e+05  2.7221e+05
1.3000e+01  3.1894e+05  3.5581e+05  2.1659e+05
1.3010e+01  3.1345e+05  3.2629e+05  1.1825e+05
1.3020e+01  2.6704e+05  3.2583e+05  2.1909e+04
1.3030e+01  2.1773e+05  3.2135e+05 -4.7873e+04
1.3040e+01  1.9728e+05  2.6859e+05 -8.7959e+04
1.3050e+01  2.1088e+05  1.4655e+05 -1.0181e+05
1.3060e+01  2.3938e+05 -1.8941e+04 -8.2598e+04
1.3070e+01  2.5915e+05 -1.6705e+05 -2.8377e+04
1.3080e+01  2.6382e+05 -2.5063e+05  4.1131e+04
1.3090e+01  2.6996e+05 -2.6661e+05  1.0429e+05
1.3100e+01  2.9831e+05 -2.4265e+05  1.5731e+05
1.3110e+01  3.3999e+05 -2.1134e+05  2.0104e+05
1.3120e+01  3.5476e+05 -1.9132e+05  2.2674e+05
1.3130e+01  3.1319e+05 -1.7557e+05  2.2564e+05
1.3140e+01  2.2417e+05 -1.3395e+05  2.0558e+05
1.3150e+01  1.1964e+05 -4.6455e+04  1.8130e+05
1.3160e+01  3.2012e+04  6.8679e+04  1.5572e+05
1.3170e+01 -1.7952e+04  1.7066e+05  1.2079e+05
1.3180e+01 -3.4367e+04  2.2949e+05  6.4235e+04
1.3190e+01 -4.6488e+04  2.4587e+05 -1.9537e+04
1.3200e+01 -8.4656e+04  2.3631e+05 -1.2310e+05
1.3210e+01 -1.5956e+05  2.0543e+05 -2.2729e+05
1.3220e+01 -2.6056e+05  1.4691e+05 -3.0054e+05
1.3230e+01 -3.6214e+05  5.5636e+04 -3.1354e+05
1.3240e+01 -4.3220e+05 -5.7303e+04 -2.5999e+05
1.3250e+01 -4.3952e+05 -1.5432e+05 -1.5722e+05
1.3260e+01 -3.6203e+05 -1.9363e+05 -2.7076e+04
1.3270e+01 -2.0323e+05 -1.6519e+05  1.1813e+05
1.3280e+01 -6.8522e+03 -9.7186e+04  2.6578e+05
1.3290e+01  1.5795e+05 -2.6026e+04  3.9705e+05
1.3300e+01  2.4165e+05  3.1492e+04  4.9967e+05
1.3310e+01  2.4770e+05  7.5536e+04  5.6447e+05
1.3320e+01  2.1970e+05  1.0749e+05  5.7514e+05
1.3330e+01  2.0023e+05  1.2131e+05  5.2314e+05
1.3340e+01  2.0120e+05  1.1424e+05  4.1796e+05
1.3350e+01  2.0289e+05  1.0450e+05  2.7323e+05
1.3360e+01  1.8333e+05  1.1726e+05  9.8078e+04
1.3370e+01  1.4568e+05  1.6185e+05 -9.0693e+04
1.3380e+01  1.0963e+05  2.3231e+05 -2.6637e+05
1.3390e+01  8.3430e+04  3.1189e+05 -4.0464e+05
1.3400e+01  5.0272e+04  3.7820e+05 -4.8803e+05
1.3410e+01 -1.1226e+04  4.0958e+05 -5.0584e+05
1.3420e+01 -9.8607e+04  3.9905e+05 -4.5407e+05
1.3430e+01 -1.8792e+05  3.6181e+05 -3.4268e+05
1.3440e+01 -2.5492e+05  3.1999e+05 -1.9957e+05
1.3450e+01 -2.8732e+05  2.8689e+05 -6.2694e+04
1.3460e+01 -2.9270e+05  2.5527e+05  3.5252e+04
1.3470e+01 -3.0245e+05  1.9820e+05  7.1497e+04
1.3480e+01 -3.4852e+05  8.9238e+04  3.7445e+04
1.3490e+01 -4.3090e+05 -7.0570e+04 -4.4726e+04
1.3500e+01 -5.1660e+05 -2.4600e+05 -1.3183e+05
1.3510e+01 -5.6992e+05 -3.9760e+05 -1.8101e+05
1.3520e+01 -5.8180e+05 -5.1208e+05 -1.7334e+05
1.3530e+01 -5.7230e+05 -5.9386e+05 -1.3057e+05
1.3540e+01 -5.6684e+05 -6.4423e+05 -9.1899e+04
1.3550e+01 -5.6766e+05 -6.6523e+05 -7.5681e+04
1.3560e+01 -5.4898e+05 -6.6381e+05 -7.1011e+04
1.3570e+01 -4.8083e+05 -6.4347e+05 -5.7544e+04
1.3580e+01 -3.5785e+05 -6.0317e+05 -2.0559e+04
1.3590e+01 -2.0437e+05 -5.4171e+05  4.1139e+04
1.3600e+01 -5.4382e+04 -4.6108e+05  1.1846e+05
1.3610e+01  6.5908e+04 -3.6508e+05  1.9430e+05
1.3620e+01  1.4200e+05 -2.5551e+05  2.4695e+05
1.3630e+01  1.7664e+05 -1.3695e+05  2.6732e+05
1.3640e+01  1.9294e+05 -2.4087e+04  2.5720e+05
1.3650e+01  2.1863e+05  6.4857e+04  2.1667e+05
1.3660e+01  2.6557e+05  1.1677e+05  1.4664e+05
1.3670e+01  3.2634e+05  1.2355e+05  6.0343e+04
1.3680e+01  3.8380e+05  8.6737e+04 -1.7113e+04
1.3690e+01  4.2282e+05  2.6545e+04 -6.7387e+04
1.3700e+01  4.3778e+05 -2.1122e+04 -8.7666e+04
1.3710e+01  4.2942e+05 -3.0109e+04 -8.2449e+04
1.3720e+01  3.9745e+05 -1.6770e+03 -6.2789e+04
1.3730e+01  3.4414e+05  5.1217e+04 -5.3627e+04
1.3740e+01  2.7750e+05  1.1542e+05 -8.7759e+04
1.3750e+01  2.0119e+05  1.6894e+05 -1.8420e+05
1.3760e+01  1.1072e+05  1.8124e+05 -3.2944e+05
1.3770e+01  2.5656e+03  1.3801e+05 -4.8051e+05
1.3780e+01 -1.1430e+05  6.2863e+04 -5.9160e+05
1.3790e+01 -2.1680e+05  1.4828e+03 -6.3654e+05
1.3800e+01 -2.8480e+05 -1.0859e+04 -6.1324e+05
1.3810e+01 -3.1922e+05  3.1952e+04 -5.4224e+05
1.3820e+01 -3.3923e+05  1.0911e+05 -4.5866e+05
1.3830e+01 -3.6145e+05  1.8846e+05 -3.9326e+05
1.3840e+01 -3.8824e+05  2.4842e+05 -3.5580e+05
1.3850e+01 -4.1580e+05  2.9459e+05 -3.4343e+05
1.3860e+01 -4.4417e+05  3.4512e+05 -3.5391e+05
1.3870e+01 -4.7556e+05  4.0208e+05 -3.8050e+05
1.3880e+01 -5.0537e+05  4.4590e+05 -4.1478e+05
1.3890e+01 -5.2044e+05  4.5815e+05 -4.5288e+05
1.3900e+01 -5.0922e+05  4.4284e+05 -4.8910e+05
1.3910e+01 -4.7193e+05  4.2195e+05 -5.0776e+05
1.3920e+01 -4.1869e+05  4.1439e+05 -4.9084e+05
1.3930e+01 -3.6332e+05  4.2015e+05 -4.3764e+05
1.3940e+01 -3.1650e+05  4.2462e+05 -3.6856e+05
1.3950e+01 -2.8076e+05  4.1028e+05 -3.0648e+05
1.3960e+01 -2.5537e+05  3.6492e+05 -2.5916e+05
1.3970e+01 -2.3716e+05  2.8473e+05 -2.1740e+05
1.3980e+01 -2.1699e+05  1.6852e+05 -1.6648e+05
1.3990e+01 -1.8284e+05  1.5041e+04 -1.0046e+05
1.4000e+01 -1.2806e+05 -1.6747e+05 -2.4734e+04
1.4010e+01 -5.4608e+04 -3.5514e+05  4.2548e+04
1.4020e+01  3.5150e+04 -5.2202e+05  8.0063e+04
1.4030e+01  1.3893e+05 -6.5772e+05  8.6155e+04
1.4040e+01  2.4727e+05 -7.6585e+05  8.0840e+04
1.4050e+01  3.4230e+05 -8.4611e+05  9.5148e+04
1.4060e+01  4.0241e+05 -8.9317e+05  1.5388e+05
1.4070e+01  4.1219e+05 -9.0977e+05  2.5584e+05
1.4080e+01  3.7357e+05 -8.9944e+05  3.7041e+05
1.4090e+01  3.1289e+05 -8.5565e+05  4.6223e+05
1.4100e+01  2.7150e+05 -7.6815e+05  5.1911e+05
1.4110e+01  2.7720e+05 -6.3984e+05  5.5007e+05
1.4120e+01  3.2395e+05 -4.9821e+05  5.7540e+05
1.4130e+01  3.8380e+05 -3.8203e+05  6.1522e+05
1.4140e+01  4.3369e+05 -3.1320e+05  6.7605e+05
1.4150e+01  4.6814e+05 -2.8458e+05  7.4405e+05
1.4160e+01  4.9486e+05 -2.7612e+05  7.9088e+05
1.4170e+01  5.2020e+05 -2.7267e+05  8.0020e+05
1.4180e+01  5.4055e+05 -2.7052e+05  7.7970e+05
1.4190e+01  5.4937e+05 -2.7187e+05  7.4783e+05
1.4200e+01  5.4992e+05 -2.6987e+05  7.2471e+05
1.4210e+01  5.5675e+05 -2.5637e+05  7.2199e+05
1.4220e+01  5.7870e+05 -2.3741e+05  7.3340e+05
1.4230e+01  6.0938e+05 -2.2544e+05  7.4438e+05
1.4240e+01  6.3805e+05 -2.2079e+05  7.4491e+05
1.4250e+01  6.6023e+05 -2.0471e+05  7.2849e+05
1.4260e+01  6.7234e+05 -1.6208e+05  6.8737e+05
1.4270e+01  6.6360e+05 -9.9012e+04  6.1736e+05
1.4280e+01  6.2428e+05 -3.0111e+04  5.2486e+05
1.4290e+01  5.5661e+05  3.5369e+04  4.2302e+05
1.4300e+01  4.7172e+05  9.4433e+04  3.2530e+05
1.4310e+01  3.8296e+05  1.3893e+05  2.4570e+05
1.4320e+01  3.0073e+05  1.5282e+05  1.9440e+05
1.4330e+01  2.2495e+05  1.2882e+05  1.7033e+05
1.4340e+01  1.4211e+05  7.5819e+04  1.5932e+05
1.4350e+01  3.6776e+04  7.4146e+03  1.3924e+05
1.4360e+01 -8.7042e+04 -6.4588e+04  1.0235e+05
1.4370e+01 -2.0123e+05 -1.2390e+05  6.6349e+04
1.4380e+01 -2.7032e+05 -1.4705e+05  5.2954e+04
1.4390e+01 -2.7251e+05 -1.1438e+05  6.7593e+04
1.4400e+01 -2.1844e+05 -2.7512e+04  1.0193e+05
1.4410e+01 -1.5198e+05  8.5430e+04  1.4546e+05
1.4420e+01 -1.2208e+05  1.8636e+05  1.8353e+05
1.4430e+01 -1.4861e+05  2.4966e+05  1.9767e+05
1.4440e+01 -2.1332e+05  2.6508e+05  1.7962e+05
1.4450e+01 -2.8288e+05  2.3150e+05  1.3856e+05
1.4460e+01 -3.3971e+05  1.6180e+05  9.1026e+04
1.4470e+01 -3.8705e+05  8.1292e+04  4.7541e+04
1.4480e+01 -4.2998e+05  1.9042e+04  1.0349e+04
1.4490e+01 -4.6077e+05  5.5639e+01 -2.2293e+04
1.4500e+01 -4.6251e+05  3.1114e+04 -4.7588e+04
1.4510e+01 -4.2683e+05  9.5986e+04 -6.3118e+04
1.4520e+01 -3.6491e+05  1.7213e+05 -7.0613e+04
1.4530e+01 -2.9838e+05  2.4654e+05 -7.4486e+04
1.4540e+01 -2.4193e+05  3.1147e+05 -9.5440e+04
1.4550e+01 -1.9677e+05  3.6330e+05 -1.5855e+05
1.4560e+01 -1.5606e+05  4.0083e+05 -2.6458e+05
1.4570e+01 -1.1428e+05  4.1819e+05 -3.8596e+05
1.4580e+01 -7.7491e+04  4.1557e+05 -4.8569e+05
1.4590e+01 -6.1620e+04  4.0403e+05 -5.3903e+05
1.4600e+01 -8.0078e+04  3.9813e+05 -5.4481e+05
1.4610e+01 -1.3648e+05  4.0823e+05 -5.2856e+05
1.4620e+01 -2.2272e+05  4.3383e+05 -5.2434e+05
1.4630e+01 -3.1768e+05  4.6353e+05 -5.4889e+05
1.4640e+01 -3.9395e+05  4.7684e+05 -5.9730e+05
1.4650e+01 -4.3200e+05  4.5814e+05 -6.5274e+05
1.4660e+01 -4.2799e+05  4.0723e+05 -6.9431e+05
1.4670e+01 -3.9402e+05  3.3498e+05 -7.0404e+05
1.4680e+01 -3.5053e+05  2.6183e+05 -6.7093e+05
1.4690e+01 -3.1048e+05  2.0431e+05 -5.9762e+05
1.4700e+01 -2.7422e+05  1.6016e+05 -5.0241e+05
1.4710e+01 -2.4501e+05  1.1459e+05 -4.1099e+05
1.4720e+01 -2.3711e+05  6.0590e+04 -3.4317e+05
1.4730e+01 -2.5617e+05  1.4875e+04 -2.9691e+05
1.4740e+01 -2.8179e+05  9.2986e+02 -2.5080e+05
1.4750e+01 -2.8143e+05  2.7681e+04 -1.8256e+05
1.4760e+01 -2.4101e+05  8.6928e+04 -8.4268e+04
1.4770e+01 -1.7375e+05  1.5616e+05  3.3528e+04
1.4780e+01 -1.0222e+05  2.1109e+05  1.4458e+05
1.4790e+01 -4.5079e+04  2.3721e+05  2.1848e+05
1.4800e+01 -1.2756e+04  2.3218e+05  2.4069e+05
1.4810e+01 -5.8291e+03  2.0513e+05  2.1709e+05
1.4820e+01 -2.0161e+04  1.6939e+05  1.6408e+05
1.4830e+01 -4.8734e+04  1.2934e+05  9.6771e+04
1.4840e+01 -7.9181e+04  7.8275e+04  2.5904e+04
1.4850e+01 -9.5458e+04  5.7068e+03 -3.4359e+04
1.4860e+01 -8.7215e+04 -9.5466e+04 -6.5306e+04
1.4870e+01 -5.8902e+04 -2.2077e+05 -5.2741e+04
1.4880e+01 -2.6595e+04 -3.4981e+05  5.3370e+03
1.4890e+01 -6.3925e+03 -4.4776e+05  9.3540e+04
1.4900e+01 -5.8319e+03 -4.8021e+05  1.7849e+05
1.4910e+01 -1.9670e+04 -4.3853e+05  2.2640e+05
1.4920e+01 -3.1037e+04 -3.4507e+05  2.2670e+05
1.4930e+01 -1.9918e+04 -2.3276e+05  1.9213e+05
1.4940e+01  2.4274e+04 -1.2547e+05  1.4062e+05
1.4950e+01  9.4975e+04 -3.3975e+04  9.0082e+04
1.4960e+01  1.7580e+05  3.3975e+04  5.7824e+04
1.4970e+01  2.5297e+05  7.1579e+04  4.9070e+04
1.4980e+01  3.1890e+05  8.3290e+04  5.0917e+04
1.4990e+01  3.6965e+05  8.4238e+04  4.3854e+04
1.5000e+01  4.0261e+05  8.9188e+04  2.0649e+04
1.5010e+01  4.1411e+05  1.0573e+05 -1.5634e+04
1.5020e+01  3.9958e+05  1.3101e+05 -6.6143e+04
1.5030e+01  3.6148e+05  1.4632e+05 -1.3535e+05
1.5040e+01  3.1215e+05  1.2587e+05 -2.1963e+05
1.5050e+01  2.6341e+05  5.4324e+04 -3.0404e+05
1.5060e+01  2.1767e+05 -6.9600e+04 -3.6836e+05
1.5070e+01  1.6803e+05 -2.3153e+05 -3.9644e+05
1.5080e+01  1.0854e+05 -4.0334e+05 -3.8447e+05
1.5090e+01  4.8375e+04 -5.5406e+05 -3.3391e+05
1.5100e+01  9.1874e+03 -6.5889e+05 -2.4532e+05
1.5110e+01  2.5274e+03 -7.0572e+05 -1.3172e+05
1.5120e+01  1.5708e+04 -6.9350e+05 -2.0849e+04
1.5130e+01  2.0245e+04 -6.2521e+05  6.2342e+04
1.5140e+01 -1.1547e+04 -5.0808e+05  1.0720e+05
1.5150e+01 -8.8135e+04 -3.5676e+05  1.2018e+05
1.5160e+01 -1.8871e+05 -1.9450e+05  1.1907e+05
1.5170e+01 -2.7422e+05 -4.4606e+04  1.2788e+05
1.5180e+01 -3.0871e+05  7.9777e+04  1.7533e+05
1.5190e+01 -2.7510e+05  1.7442e+05  2.7905e+05
1.5200e+01 -1.7847e+05  2.4224e+05  4.3137e+05
1.5210e+01 -4.2940e+04  2.8950e+05  6.0311e+05
1.5220e+01  9.4039e+04  3.2013e+05  7.6082e+05
1.5230e+01  1.9271e+05  3.3632e+05  8.8215e+05
1.5240e+01  2.2596e+05  3.3862e+05  9.5689e+05
1.5250e+01  1.9109e+05  3.2820e+05  9.8271e+05
1.5260e+01  1.0858e+05  3.1014e+05  9.6051e+05
1.5270e+01  1.4889e+04  2.8942e+05  8.8978e+05
1.5280e+01 -4.8219e+04  2.6599e+05  7.7452e+05
1.5290e+01 -5.4340e+04  2.3523e+05  6.3290e+05
1.5300e+01 -8.2581e+03  1.9280e+05  4.9099e+05
1.5310e+01  5.8303e+04  1.4377e+05  3.6880e+05
1.5320e+01  1.0520e+05  1.0446e+05  2.6622e+05
1.5330e+01  1.0427e+05  9.1104e+04  1.6689e+05
1.5340e+01  5.1990e+04  1.0762e+05  6.0755e+04
1.5350e+01 -3.2106e+04  1.4319e+05 -4.9671e+04
1.5360e+01 -1.2003e+05  1.8286e+05 -1.5716e+05
1.5370e+01 -1.9188e+05  2.1360e+05 -2.5076e+05
1.5380e+01 -2.4197e+05  2.2181e+05 -3.1220e+05
1.5390e+01 -2.7279e+05  1.9652e+05 -3.2582e+05
1.5400e+01 -2.8782e+05  1.3612e+05 -2.9567e+05
1.5410e+01 -2.8899e+05  5.0310e+04 -2.4210e+05
1.5420e+01 -2.8026e+05 -4.5104e+04 -1.8688e+05
1.5430e+01 -2.6999e+05 -1.3108e+05 -1.4913e+05
1.5440e+01 -2.6228e+05 -1.8235e+05 -1.4061e+05
1.5450e+01 -2.5158e+05 -1.7721e+05 -1.6282e+05
1.5460e+01 -2.3033e+05 -1.1214e+05 -2.1114e+05
1.5470e+01 -1.9567e+05 -2.4201e+03 -2.7764e+05
1.5480e+01 -1.4998e+05  1.2179e+05 -3.5326e+05
1.5490e+01 -9.7015e+04  2.2518e+05 -4.2618e+05
1.5500e+01 -3.8567e+04  2.8253e+05 -4.8538e+05
1.5510e+01  2.2479e+04  2.9106e+05 -5.2166e+05
1.5520e+01  7.7937e+04  2.7171e+05 -5.2761e+05
1.5530e+01  1.1563e+05  2.5280e+05 -5.0504e+05
1.5540e+01  1.3017e+05  2.4942e+05 -4.6470e+05
1.5550e+01  1.2764e+05  2.5658e+05 -4.1965e+05
1.5560e+01  1.1369e+05  2.5899e+05 -3.7955e+05
1.5570e+01  9.0013e+04  2.4253e+05 -3.4800e+05
1.5580e+01  6.4143e+04  2.0493e+05 -3.1895e+05
1.5590e+01  5.2256e+04  1.6196e+05 -2.7979e+05
1.5600e+01  6.9519e+04  1.3556e+05 -2.1815e+05
1.5610e+01  1.2042e+05  1.3754e+05 -1.2892e+05
1.5620e+01  1.9852e+05  1.6396e+05 -2.5324e+04
1.5630e+01  2.9045e+05  2.0243e+05  6.3658e+04
1.5640e+01  3.8004e+05  2.4150e+05  1.0670e+05
1.5650e+01  4.4907e+05  2.7291e+05  8.5335e+04
1.5660e+01  4.7862e+05  2.9458e+05  4.2360e+03
1.5670e+01  4.5796e+05  3.1054e+05 -1.1232e+05
1.5680e+01  3.9283e+05  3.2901e+05 -2.3044e+05
1.5690e+01  3.0238e+05  3.5456e+05 -3.1499e+05
1.5700e+01  2.0598e+05  3.7332e+05 -3.4373e+05
1.5710e+01  1.1158e+05  3.5923e+05 -3.2241e+05
1.5720e+01  1.7559e+04  2.9926e+05 -2.7586e+05
1.5730e+01 -7.5241e+04  2.0359e+05 -2.2608e+05
1.5740e+01 -1.5880e+05  9.5713e+04 -1.7932e+05
1.5750e+01 -2.2518e+05 -2.8997e+03 -1.2514e+05
1.5760e+01 -2.6988e+05 -8.3064e+04 -4.7826e+04
1.5770e+01 -2.9081e+05 -1.4552e+05  5.5179e+04
1.5780e+01 -2.9242e+05 -1.9321e+05  1.6368e+05
1.5790e+01 -2.8695e+05 -2.3210e+05  2.4501e+05
1.5800e+01 -2.8546e+05 -2.7530e+05  2.7268e+05
1.5810e+01 -2.8781e+05 -3.3368e+05  2.4345e+05
1.5820e+01 -2.8023e+05 -4.0414e+05  1.8018e+05
1.5830e+01 -2.4470e+05 -4.7454e+05  1.1786e+05
1.5840e+01 -1.7619e+05 -5.2960e+05  9.0061e+04
1.5850e+01 -9.0929e+04 -5.5141e+05  1.1545e+05
1.5860e+01 -1.8879e+04 -5.2316e+05  1.8605e+05
1.5870e+01  1.4189e+04 -4.4056e+05  2.7284e+05
1.5880e+01  7.7806e+02 -3.2192e+05  3.4548e+05
1.5890e+01 -5.0180e+04 -1.9597e+05  3.8165e+05
1.5900e+01 -1.2031e+05 -7.8361e+04  3.7023e+05
1.5910e+01 -1.8469e+05  3.0708e+04  3.1904e+05
1.5920e+01 -2.2113e+05  1.2887e+05  2.5122e+05
1.5930e+01 -2.2337e+05  2.0334e+05  1.8738e+05
1.5940e+01 -2.0381e+05  2.4112e+05  1.3506e+05
1.5950e+01 -1.8615e+05  2.3402e+05  9.7686e+04
1.5960e+01 -1.9268e+05  1.7590e+05  8.3084e+04
1.5970e+01 -2.3124e+05  6.8323e+04  9.7883e+04
1.5980e+01 -2.9059e+05 -7.1427e+04  1.3739e+05
1.5990e+01 -3.4476e+05 -2.1142e+05  1.8772e+05
1.6000e+01 -3.6248e+05 -3.1944e+05  2.3790e+05
1.6010e+01 -3.2074e+05 -3.7897e+05  2.8312e+05
1.6020e+01 -2.1710e+05 -3.9269e+05  3.2074e+05
1.6030e+01 -7.2018e+04 -3.7474e+05  3.4575e+05
1.6040e+01  8.0422e+04 -3.3998e+05  3.5093e+05
1.6050e+01  2.0759e+05 -2.9864e+05  3.3314e+05
1.6060e+01  2.9061e+05 -2.5822e+05  2.9590e+05
1.6070e+01  3.2655e+05 -2.2578e+05  2.4746e+05
1.6080e+01  3.2407e+05 -2.0667e+05  1.9835e+05
1.6090e+01  3.0069e+05 -1.9881e+05  1.6082e+05
1.6100e+01  2.7790e+05 -1.8875e+05  1.5591e+05
1.6110e+01  2.6774e+05 -1.6212e+05  2.0473e+05
1.6120e+01  2.6421e+05 -1.1430e+05  3.0744e+05
1.6130e+01  2.5308e+05 -4.9311e+04  4.4402e+05
1.6140e+01  2.2837e+05  2.1270e+04  5.8165e+05
1.6150e+01  1.9734e+05  8.3899e+04  6.8132e+05
1.6160e+01  1.7273e+05  1.2807e+05  7.1189e+05
1.6170e+01  1.6404e+05  1.4739e+05  6.6613e+05
1.6180e+01  1.7631e+05  1.4480e+05  5.6283e+05
1.6190e+01  2.0959e+05  1.3022e+05  4.2913e+05
1.6200e+01  2.5442e+05  1.0809e+05  2.8099e+05
1.6210e+01  2.9139e+05  7.2371e+04  1.1534e+05
1.6220e+01  3.0091e+05  1.5834e+04 -7.4372e+04
1.6230e+01  2.7610e+05 -6.4349e+04 -2.8172e+05
1.6240e+01  2.2819e+05 -1.6965e+05 -4.9017e+05
1.6250e+01  1.7991e+05 -2.9706e+05 -6.7778e+05
1.6260e+01  1.5173e+05 -4.3269e+05 -8.2281e+05
1.6270e+01  1.5219e+05 -5.5368e+05 -9.1200e+05
1.6280e+01  1.7803e+05 -6.3991e+05 -9.4502e+05
1.6290e+01  2.1937e+05 -6.8485e+05 -9.3678e+05
1.6300e+01  2.6104e+05 -6.9175e+05 -9.1187e+05
1.6310e+01  2.8258e+05 -6.6556e+05 -8.9182e+05
1.6320e+01  2.6716e+05 -6.1320e+05 -8.8783e+05
1.6330e+01  2.1592e+05 -5.4275e+05 -8.9924e+05
1.6340e+01  1.5047e+05 -4.6166e+05 -9.1693e+05
1.6350e+01  9.7722e+04 -3.7309e+05 -9.2844e+05
1.6360e+01  7.0870e+04 -2.7501e+05 -9.1836e+05
1.6370e+01  6.4280e+04 -1.7034e+05 -8.7041e+05
1.6380e+01  6.1759e+04 -6.5289e+04 -7.7621e+05
1.6390e+01  4.7182e+04  3.8548e+04 -6.3939e+05
1.6400e+01  9.7396e+03  1.3742e+05 -4.7242e+05
1.6410e+01 -5.4466e+04  2.2043e+05 -2.9406e+05
1.6420e+01 -1.3998e+05  2.7172e+05 -1.2657e+05
1.6430e+01 -2.3380e+05  2.7797e+05  4.7080e+03
1.6440e+01 -3.2166e+05  2.4166e+05  8.2641e+04
1.6450e+01 -3.9053e+05  1.8576e+05  1.1131e+05
1.6460e+01 -4.2817e+05  1.4618e+05  1.1283e+05
1.6470e+01 -4.2704e+05  1.5602e+05  1.2450e+05
1.6480e+01 -3.9056e+05  2.2120e+05  1.8297e+05
1.6490e+01 -3.3483e+05  3.1898e+05  2.9910e+05
1.6500e+01 -2.8151e+05  4.2128e+05  4.5327e+05
1.6510e+01 -2.4861e+05  5.1354e+05  6.1280e+05
1.6520e+01 -2.4644e+05  6.0208e+05  7.4901e+05
1.6530e+01 -2.7458e+05  7.0054e+05  8.3870e+05
1.6540e+01 -3.2186e+05  8.1449e+05  8.6999e+05
1.6550e+01 -3.7486e+05  9.3684e+05  8.5074e+05
1.6560e+01 -4.2516e+05  1.0473e+06  8.0500e+05
1.6570e+01 -4.6734e+05  1.1256e+06  7.5695e+05
1.6580e+01 -4.9174e+05  1.1622e+06  7.2044e+05
1.6590e+01 -4.8337e+05  1.1517e+06  7.0167e+05
1.6600e+01 -4.3431e+05  1.0865e+06  6.9734e+05
1.6610e+01 -3.5520e+05  9.6688e+05  6.8915e+05
1.6620e+01 -2.6716e+05  8.0993e+05  6.5099e+05
1.6630e+01 -1.8699e+05  6.4210e+05  5.7101e+05
1.6640e+01 -1.1969e+05  4.8206e+05  4.6152e+05
