stlo:  120.6328
stla:   22.6119
stel:    139.00
     T           E           N           Z
 2.0090e+01 -8.1233e+04 -1.3328e+05 -9.0203e+04
 2.0100e+01 -6.2236e+04 -1.1706e+05 -1.2781e+04
 2.0110e+01 -2.4224e+04 -1.1062e+05  4.6288e+04
 2.0120e+01  2.3524e+04 -1.1124e+05  7.6733e+04
 2.0130e+01  6.9821e+04 -1.1498e+05  7.5799e+04
 2.0140e+01  1.0610e+05 -1.1704e+05  5.1129e+04
 2.0150e+01  1.3128e+05 -1.1360e+05  1.7881e+04
 2.0160e+01  1.5081e+05 -1.0384e+05 -7.9990e+03
 2.0170e+01  1.7136e+05 -8.8177e+04 -1.6409e+04
 2.0180e+01  1.9300e+05 -6.6503e+04 -4.6650e+03
 2.0190e+01  2.0643e+05 -4.0272e+04  2.5049e+04
 2.0200e+01  2.0238e+05 -1.5397e+04  6.8419e+04
 2.0210e+01  1.8224e+05  4.3600e+02  1.1965e+05
 2.0220e+01  1.5976e+05  4.3740e+03  1.7244e+05
 2.0230e+01  1.5274e+05  7.0000e+02  2.2272e+05
 2.0240e+01  1.7068e+05 -2.8470e+03  2.6794e+05
 2.0250e+01  2.0921e+05 -9.7000e+01  3.0441e+05
 2.0260e+01  2.5377e+05  1.0124e+04  3.2697e+05
 2.0270e+01  2.8991e+05  2.3216e+04  3.3399e+05
 2.0280e+01  3.0892e+05  3.0810e+04  3.2736e+05
 2.0290e+01  3.0689e+05  2.3584e+04  3.0908e+05
 2.0300e+01  2.8423e+05 -4.5490e+03  2.8057e+05
 2.0310e+01  2.4443e+05 -5.1708e+04  2.4157e+05
 2.0320e+01  1.9345e+05 -1.0744e+05  1.9072e+05
 2.0330e+01  1.3908e+05 -1.5810e+05  1.2789e+05
 2.0340e+01  9.0256e+04 -1.9477e+05  5.8812e+04
 2.0350e+01  5.3314e+04 -2.1692e+05 -4.9130e+03
 2.0360e+01  2.8373e+04 -2.2935e+05 -4.9509e+04
 2.0370e+01  1.3044e+04 -2.3621e+05 -6.4003e+04
 2.0380e+01  7.0070e+03 -2.3822e+05 -4.7553e+04
 2.0390e+01  1.1422e+04 -2.3432e+05 -1.0484e+04
 2.0400e+01  2.4242e+04 -2.2334e+05  3.1934e+04
 2.0410e+01  3.7776e+04 -2.0476e+05  6.4419e+04
 2.0420e+01  4.4461e+04 -1.7859e+05  7.5718e+04
 2.0430e+01  4.2050e+04 -1.4444e+05  6.4776e+04
 2.0440e+01  3.3094e+04 -1.0316e+05  4.0336e+04
 2.0450e+01  2.5063e+04 -5.9864e+04  1.5949e+04
 2.0460e+01  2.8308e+04 -2.2691e+04  4.7280e+03
 2.0470e+01  5.1499e+04  2.0240e+03  1.3357e+04
 2.0480e+01  9.8722e+04  1.2077e+04  3.8774e+04
 2.0490e+01  1.6653e+05  6.5510e+03  7.0266e+04
 2.0500e+01  2.4449e+05 -1.5298e+04  9.7259e+04
 2.0510e+01  3.1792e+05 -5.0560e+04  1.1420e+05
 2.0520e+01  3.7282e+05 -9.1823e+04  1.1998e+05
 2.0530e+01  4.0091e+05 -1.3006e+05  1.1479e+05
 2.0540e+01  3.9901e+05 -1.5758e+05  9.8224e+04
 2.0550e+01  3.7143e+05 -1.7000e+05  7.0883e+04
 2.0560e+01  3.2994e+05 -1.6677e+05  3.5739e+04
 2.0570e+01  2.8541e+05 -1.5069e+05 -2.5380e+03
 2.0580e+01  2.4126e+05 -1.2712e+05 -4.1363e+04
 2.0590e+01  1.9521e+05 -1.0301e+05 -8.1835e+04
 2.0600e+01  1.4576e+05 -8.3675e+04 -1.2660e+05
 2.0610e+01  9.4723e+04 -6.9243e+04 -1.7473e+05
 2.0620e+01  4.4571e+04 -5.5938e+04 -2.1719e+05
 2.0630e+01 -5.2030e+03 -4.1863e+04 -2.4061e+05
 2.0640e+01 -5.5429e+04 -2.9292e+04 -2.3556e+05
 2.0650e+01 -1.0137e+05 -1.9853e+04 -2.0253e+05
 2.0660e+01 -1.3308e+05 -1.1801e+04 -1.5258e+05
 2.0670e+01 -1.4125e+05 -3.8720e+03 -1.0230e+05
 2.0680e+01 -1.2513e+05  1.9790e+03 -6.2664e+04
 2.0690e+01 -9.4732e+04  1.8630e+03 -3.2447e+04
 2.0700e+01 -6.4962e+04 -8.0410e+03 -4.1830e+03
 2.0710e+01 -4.6975e+04 -2.9663e+04  2.8472e+04
 2.0720e+01 -4.2822e+04 -6.1399e+04  6.7685e+04
 2.0730e+01 -4.5670e+04 -9.8579e+04  1.1105e+05
 2.0740e+01 -4.4678e+04 -1.3432e+05  1.5134e+05
 2.0750e+01 -3.1525e+04 -1.5989e+05  1.7913e+05
 2.0760e+01 -5.1550e+03 -1.6780e+05  1.8893e+05
 2.0770e+01  2.7003e+04 -1.5513e+05  1.8350e+05
 2.0780e+01  5.4674e+04 -1.2452e+05  1.7237e+05
 2.0790e+01  7.2725e+04 -8.3979e+04  1.6478e+05
 2.0800e+01  8.3334e+04 -4.3921e+04  1.6326e+05
 2.0810e+01  9.0931e+04 -1.1976e+04  1.6100e+05
 2.0820e+01  9.6349e+04  1.2211e+04  1.5027e+05
 2.0830e+01  9.6260e+04  3.7974e+04  1.3228e+05
 2.0840e+01  8.6951e+04  7.8092e+04  1.1508e+05
 2.0850e+01  6.8860e+04  1.3942e+05  1.0706e+05
 2.0860e+01  4.5307e+04  2.1545e+05  1.1130e+05
 2.0870e+01  1.7899e+04  2.8874e+05  1.2434e+05
 2.0880e+01 -1.5839e+04  3.4213e+05  1.3833e+05
 2.0890e+01 -6.0793e+04  3.6881e+05  1.4531e+05
 2.0900e+01 -1.1858e+05  3.7474e+05  1.4116e+05
 2.0910e+01 -1.8344e+05  3.7257e+05  1.2582e+05
 2.0920e+01 -2.4452e+05  3.7378e+05  1.0245e+05
 2.0930e+01 -2.9380e+05  3.8378e+05  7.5891e+04
 2.0940e+01 -3.3064e+05  3.9989e+05  5.2769e+04
 2.0950e+01 -3.5974e+05  4.1302e+05  3.9748e+04
 2.0960e+01 -3.8588e+05  4.1140e+05  4.0000e+04
 2.0970e+01 -4.0855e+05  3.8727e+05  5.2554e+04
 2.0980e+01 -4.2150e+05  3.4280e+05  7.3311e+04
 2.0990e+01 -4.1638e+05  2.8804e+05  9.6703e+04
 2.1000e+01 -3.8965e+05  2.3522e+05  1.1928e+05
 2.1010e+01 -3.4778e+05  1.9422e+05  1.4178e+05
 2.1020e+01 -3.0219e+05  1.7012e+05  1.6755e+05
 2.1030e+01 -2.6261e+05  1.6118e+05  1.9904e+05
 2.1040e+01 -2.3525e+05  1.5842e+05  2.3334e+05
 2.1050e+01 -2.2092e+05  1.5214e+05  2.6203e+05
 2.1060e+01 -2.1362e+05  1.3848e+05  2.7528e+05
 2.1070e+01 -2.0219e+05  1.1885e+05  2.6600e+05
 2.1080e+01 -1.7644e+05  9.5320e+04  2.3271e+05
 2.1090e+01 -1.3245e+05  6.7358e+04  1.7909e+05
 2.1100e+01 -7.4351e+04  3.3260e+04  1.1161e+05
 2.1110e+01 -1.3918e+04 -6.8800e+03  3.8911e+04
 2.1120e+01  3.3935e+04 -5.0423e+04 -2.9781e+04
 2.1130e+01  5.9597e+04 -9.3868e+04 -8.8748e+04
 2.1140e+01  6.3332e+04 -1.3391e+05 -1.3834e+05
 2.1150e+01  5.3250e+04 -1.6731e+05 -1.8597e+05
 2.1160e+01  4.1812e+04 -1.9110e+05 -2.4157e+05
 2.1170e+01  4.0351e+04 -2.0190e+05 -3.0759e+05
 2.1180e+01  5.3437e+04 -1.9697e+05 -3.7521e+05
 2.1190e+01  7.7279e+04 -1.7797e+05 -4.3026e+05
 2.1200e+01  1.0178e+05 -1.5300e+05 -4.6032e+05
 2.1210e+01  1.1705e+05 -1.3444e+05 -4.6157e+05
 2.1220e+01  1.2105e+05 -1.3321e+05 -4.4210e+05
 2.1230e+01  1.1879e+05 -1.5225e+05 -4.1382e+05
 2.1240e+01  1.1410e+05 -1.8494e+05 -3.8576e+05
 2.1250e+01  1.0697e+05 -2.1904e+05 -3.6363e+05
 2.1260e+01  9.7656e+04 -2.4346e+05 -3.4862e+05
 2.1270e+01  8.9309e+04 -2.5480e+05 -3.3753e+05
 2.1280e+01  8.7265e+04 -2.5808e+05 -3.2566e+05
 2.1290e+01  9.6291e+04 -2.6278e+05 -3.1095e+05
 2.1300e+01  1.1819e+05 -2.7612e+05 -2.9512e+05
 2.1310e+01  1.4999e+05 -2.9652e+05 -2.8175e+05
 2.1320e+01  1.8326e+05 -3.1315e+05 -2.7224e+05
 2.1330e+01  2.0755e+05 -3.1202e+05 -2.6320e+05
 2.1340e+01  2.1588e+05 -2.8454e+05 -2.4904e+05
 2.1350e+01  2.0780e+05 -2.3196e+05 -2.2560e+05
 2.1360e+01  1.8819e+05 -1.6310e+05 -1.9307e+05
 2.1370e+01  1.6296e+05 -8.8872e+04 -1.5613e+05
 2.1380e+01  1.3578e+05 -1.8025e+04 -1.2054e+05
 2.1390e+01  1.0884e+05  4.3917e+04 -9.1312e+04
 2.1400e+01  8.4554e+04  9.4056e+04 -7.3114e+04
 2.1410e+01  6.5120e+04  1.3088e+05 -6.8869e+04
 2.1420e+01  5.0916e+04  1.5405e+05 -7.7796e+04
 2.1430e+01  3.9717e+04  1.6381e+05 -9.6152e+04
 2.1440e+01  2.8351e+04  1.6004e+05 -1.1863e+05
 2.1450e+01  1.4429e+04  1.4392e+05 -1.3919e+05
 2.1460e+01 -3.1470e+03  1.1954e+05 -1.5069e+05
 2.1470e+01 -2.6368e+04  9.2764e+04 -1.4613e+05
 2.1480e+01 -5.9627e+04  6.9223e+04 -1.2103e+05
 2.1490e+01 -1.0576e+05  5.2214e+04 -7.3999e+04
 2.1500e+01 -1.6270e+05  4.1000e+04 -9.2190e+03
 2.1510e+01 -2.2252e+05  3.3225e+04  6.2335e+04
 2.1520e+01 -2.7435e+05  2.9553e+04  1.2822e+05
 2.1530e+01 -3.1177e+05  3.2891e+04  1.8148e+05
 2.1540e+01 -3.3678e+05  4.4848e+04  2.2351e+05
 2.1550e+01 -3.5796e+05  6.4954e+04  2.6027e+05
 2.1560e+01 -3.8311e+05  9.0966e+04  2.9538e+05
 2.1570e+01 -4.1098e+05  1.1948e+05  3.2671e+05
 2.1580e+01 -4.3138e+05  1.4746e+05  3.4955e+05
 2.1590e+01 -4.3285e+05  1.7327e+05  3.5937e+05
 2.1600e+01 -4.0992e+05  1.9650e+05  3.5181e+05
 2.1610e+01 -3.6524e+05  2.1823e+05  3.2507e+05
 2.1620e+01 -3.0821e+05  2.4127e+05  2.8436e+05
 2.1630e+01 -2.5207e+05  2.6858e+05  2.4342e+05
 2.1640e+01 -2.1001e+05  3.0092e+05  2.1848e+05
 2.1650e+01 -1.8949e+05  3.3495e+05  2.1673e+05
 2.1660e+01 -1.8867e+05  3.6405e+05  2.3152e+05
 2.1670e+01 -1.9965e+05  3.8248e+05  2.4776e+05
 2.1680e+01 -2.1299e+05  3.8856e+05  2.5114e+05
 2.1690e+01 -2.2172e+05  3.8383e+05  2.3660e+05
 2.1700e+01 -2.2453e+05  3.6994e+05  2.0900e+05
 2.1710e+01 -2.2251e+05  3.4697e+05  1.7830e+05
 2.1720e+01 -2.1306e+05  3.1342e+05  1.5547e+05
 2.1730e+01 -1.9211e+05  2.6709e+05  1.4616e+05
 2.1740e+01 -1.5976e+05  2.0827e+05  1.4570e+05
 2.1750e+01 -1.2021e+05  1.4209e+05  1.4221e+05
 2.1760e+01 -7.7444e+04  7.6249e+04  1.2661e+05
 2.1770e+01 -3.2509e+04  1.6434e+04  9.8259e+04
 2.1780e+01  1.3122e+04 -3.6100e+04  6.2730e+04
 2.1790e+01  5.3947e+04 -8.2236e+04  2.8469e+04
 2.1800e+01  8.3775e+04 -1.2169e+05  2.2880e+03
 2.1810e+01  1.0044e+05 -1.5342e+05 -1.3979e+04
 2.1820e+01  1.0591e+05 -1.7725e+05 -2.1241e+04
 2.1830e+01  1.0396e+05 -1.9476e+05 -1.9775e+04
 2.1840e+01  9.9046e+04 -2.0845e+05 -9.3590e+03
 2.1850e+01  9.6149e+04 -2.1841e+05  1.0598e+04
 2.1860e+01  9.8831e+04 -2.2175e+05  3.8642e+04
 2.1870e+01  1.0744e+05 -2.1629e+05  6.8837e+04
 2.1880e+01  1.2029e+05 -2.0399e+05  9.3198e+04
 2.1890e+01  1.3480e+05 -1.8991e+05  1.0378e+05
 2.1900e+01  1.4769e+05 -1.7735e+05  9.5456e+04
 2.1910e+01  1.5660e+05 -1.6529e+05  7.0011e+04
 2.1920e+01  1.6123e+05 -1.5059e+05  3.5774e+04
 2.1930e+01  1.6247e+05 -1.3108e+05  1.7350e+03
 2.1940e+01  1.6053e+05 -1.0683e+05 -2.6252e+04
 2.1950e+01  1.5395e+05 -7.9794e+04 -4.4604e+04
 2.1960e+01  1.4178e+05 -5.4088e+04 -5.1682e+04
 2.1970e+01  1.2580e+05 -3.5216e+04 -4.6874e+04
 2.1980e+01  1.0911e+05 -2.7274e+04 -2.9401e+04
 2.1990e+01  9.3800e+04 -3.0110e+04  1.5200e+02
 2.2000e+01  8.0942e+04 -3.8646e+04  3.5646e+04
 2.2010e+01  7.1144e+04 -4.5407e+04  6.4776e+04
 2.2020e+01  6.4345e+04 -4.5354e+04  7.7071e+04
 2.2030e+01  5.7771e+04 -4.0920e+04  7.0167e+04
 2.2040e+01  4.5907e+04 -4.0901e+04  4.8503e+04
 2.2050e+01  2.5016e+04 -5.2130e+04  1.9370e+04
 2.2060e+01 -2.7560e+03 -7.3771e+04 -8.6490e+03
 2.2070e+01 -2.9611e+04 -9.8556e+04 -2.5466e+04
 2.2080e+01 -4.8195e+04 -1.1654e+05 -2.3217e+04
 2.2090e+01 -5.4699e+04 -1.1978e+05 -1.1940e+03
 2.2100e+01 -4.7740e+04 -1.0684e+05  3.3309e+04
 2.2110e+01 -2.8524e+04 -8.4533e+04  6.8114e+04
 2.2120e+01  2.5600e+02 -6.4213e+04  9.0788e+04
 2.2130e+01  3.6337e+04 -5.3948e+04  9.5457e+04
 2.2140e+01  7.8254e+04 -5.4577e+04  8.6646e+04
 2.2150e+01  1.2230e+05 -6.2321e+04  7.5252e+04
 2.2160e+01  1.6006e+05 -7.3906e+04  7.2272e+04
 2.2170e+01  1.8263e+05 -8.9078e+04  8.5803e+04
 2.2180e+01  1.8712e+05 -1.0919e+05  1.1804e+05
 2.2190e+01  1.7717e+05 -1.3481e+05  1.5981e+05
 2.2200e+01  1.6045e+05 -1.6305e+05  1.9432e+05
 2.2210e+01  1.4645e+05 -1.8708e+05  2.0925e+05
 2.2220e+01  1.4244e+05 -1.9978e+05  2.0326e+05
 2.2230e+01  1.5110e+05 -1.9762e+05  1.8277e+05
 2.2240e+01  1.6985e+05 -1.8193e+05  1.5639e+05
 2.2250e+01  1.9253e+05 -1.5821e+05  1.3144e+05
 2.2260e+01  2.1252e+05 -1.3331e+05  1.1111e+05
 2.2270e+01  2.2453e+05 -1.1219e+05  9.4995e+04
 2.2280e+01  2.2550e+05 -9.7041e+04  8.0939e+04
 2.2290e+01  2.1640e+05 -8.7344e+04  6.9281e+04
 2.2300e+01  2.0364e+05 -7.9310e+04  6.6475e+04
 2.2310e+01  1.9472e+05 -6.6533e+04  8.0059e+04
 2.2320e+01  1.9333e+05 -4.3447e+04  1.0960e+05
 2.2330e+01  1.9899e+05 -9.7630e+03  1.4416e+05
 2.2340e+01  2.0953e+05  2.7915e+04  1.6920e+05
 2.2350e+01  2.2421e+05  5.9563e+04  1.7381e+05
 2.2360e+01  2.4329e+05  7.8458e+04  1.5471e+05
 2.2370e+01  2.6641e+05  8.6187e+04  1.1766e+05
 2.2380e+01  2.9140e+05  9.0307e+04  7.4656e+04
 2.2390e+01  3.1308e+05  9.7124e+04  3.7796e+04
 2.2400e+01  3.2435e+05  1.0734e+05  1.3769e+04
 2.2410e+01  3.1962e+05  1.1704e+05  1.6910e+03
 2.2420e+01  2.9887e+05  1.2110e+05 -5.5990e+03
 2.2430e+01  2.6829e+05  1.1519e+05 -1.7527e+04
 2.2440e+01  2.3606e+05  9.7860e+04 -4.2310e+04
 2.2450e+01  2.0758e+05  7.2362e+04 -8.4319e+04
 2.2460e+01  1.8385e+05  4.4948e+04 -1.4172e+05
 2.2470e+01  1.6363e+05  2.1143e+04 -2.0589e+05
 2.2480e+01  1.4676e+05  3.3620e+03 -2.6322e+05
 2.2490e+01  1.3431e+05 -8.7100e+03 -2.9967e+05
 2.2500e+01  1.2705e+05 -1.7377e+04 -3.0701e+05
 2.2510e+01  1.2484e+05 -2.6271e+04 -2.8607e+05
 2.2520e+01  1.2676e+05 -3.7283e+04 -2.4438e+05
 2.2530e+01  1.3228e+05 -4.7806e+04 -1.9106e+05
 2.2540e+01  1.4098e+05 -5.2737e+04 -1.3259e+05
 2.2550e+01  1.4956e+05 -4.9199e+04 -7.4257e+04
 2.2560e+01  1.5272e+05 -3.8238e+04 -2.3364e+04
 2.2570e+01  1.4837e+05 -2.4005e+04  1.1245e+04
 2.2580e+01  1.3918e+05 -1.1466e+04  2.3924e+04
 2.2590e+01  1.2804e+05 -3.5920e+03  1.7288e+04
 2.2600e+01  1.1536e+05 -1.2600e+03  1.5900e+02
 2.2610e+01  1.0106e+05 -3.5380e+03 -1.8707e+04
 2.2620e+01  8.6195e+04 -7.7110e+03 -3.3738e+04
 2.2630e+01  7.1465e+04 -1.0238e+04 -4.1129e+04
 2.2640e+01  5.6241e+04 -7.9250e+03 -3.7350e+04
 2.2650e+01  4.0185e+04  9.4600e+02 -2.2476e+04
 2.2660e+01  2.6323e+04  1.5764e+04 -2.0410e+03
 2.2670e+01  2.0099e+04  3.3599e+04  1.6924e+04
 2.2680e+01  2.3448e+04  5.0841e+04  3.1445e+04
 2.2690e+01  3.1529e+04  6.5523e+04  4.3717e+04
 2.2700e+01  3.5204e+04  7.8413e+04  5.6636e+04
 2.2710e+01  2.6456e+04  9.1525e+04  7.1508e+04
 2.2720e+01  1.9600e+03  1.0541e+05  8.8516e+04
 2.2730e+01 -3.4871e+04  1.1728e+05  1.0575e+05
 2.2740e+01 -7.3669e+04  1.2193e+05  1.1990e+05
 2.2750e+01 -1.0232e+05  1.1527e+05  1.2871e+05
 2.2760e+01 -1.1245e+05  9.6739e+04  1.3153e+05
 2.2770e+01 -1.0142e+05  7.0105e+04  1.2810e+05
 2.2780e+01 -7.1965e+04  4.2883e+04  1.1803e+05
 2.2790e+01 -3.0033e+04  2.3855e+04  1.0161e+05
 2.2800e+01  1.6569e+04  1.8917e+04  7.9030e+04
 2.2810e+01  5.9913e+04  2.7175e+04  4.9973e+04
 2.2820e+01  9.4575e+04  4.1455e+04  1.5483e+04
 2.2830e+01  1.1703e+05  5.2753e+04 -2.2060e+04
 2.2840e+01  1.2487e+05  5.5033e+04 -6.0806e+04
 2.2850e+01  1.1814e+05  4.7101e+04 -9.9396e+04
 2.2860e+01  9.9016e+04  3.1517e+04 -1.3680e+05
 2.2870e+01  7.0756e+04  1.3234e+04 -1.7326e+05
 2.2880e+01  3.6791e+04 -2.8570e+03 -2.0813e+05
 2.2890e+01 -8.4800e+02 -1.4064e+04 -2.3903e+05
 2.2900e+01 -4.0061e+04 -1.9256e+04 -2.6435e+05
 2.2910e+01 -7.5097e+04 -1.7538e+04 -2.8342e+05
 2.2920e+01 -9.8880e+04 -7.8910e+03 -2.9482e+05
 2.2930e+01 -1.0906e+05  9.5710e+03 -2.9736e+05
 2.2940e+01 -1.0870e+05  3.2292e+04 -2.9289e+05
 2.2950e+01 -1.0366e+05  5.5769e+04 -2.8634e+05
 2.2960e+01 -1.0143e+05  7.4415e+04 -2.8266e+05
 2.2970e+01 -1.0812e+05  8.3495e+04 -2.8367e+05
 2.2980e+01 -1.2444e+05  8.2171e+04 -2.8795e+05
 2.2990e+01 -1.4498e+05  7.4467e+04 -2.9226e+05
 2.3000e+01 -1.6130e+05  6.6025e+04 -2.9235e+05
 2.3010e+01 -1.6708e+05  6.0268e+04 -2.8392e+05
 2.3020e+01 -1.6110e+05  5.8194e+04 -2.6459e+05
 2.3030e+01 -1.4589e+05  5.9180e+04 -2.3682e+05
 2.3040e+01 -1.2386e+05  6.1169e+04 -2.0749e+05
 2.3050e+01 -9.6098e+04  6.1411e+04 -1.8354e+05
 2.3060e+01 -6.4487e+04  5.7932e+04 -1.6816e+05
 2.3070e+01 -3.2488e+04  5.0430e+04 -1.6048e+05
 2.3080e+01 -4.4770e+03  3.9883e+04 -1.5767e+05
 2.3090e+01  1.4825e+04  2.8131e+04 -1.5706e+05
 2.3100e+01  2.2323e+04  1.7286e+04 -1.5733e+05
 2.3110e+01  1.8703e+04  8.9910e+03 -1.5928e+05
 2.3120e+01  9.0120e+03  4.6890e+03 -1.6536e+05
 2.3130e+01  1.0620e+03  6.1700e+03 -1.7664e+05
 2.3140e+01  1.3780e+03  1.4850e+04 -1.8980e+05
 2.3150e+01  1.0806e+04  2.9860e+04 -2.0003e+05
 2.3160e+01  2.4693e+04  4.7275e+04 -2.0603e+05
 2.3170e+01  3.7830e+04  6.1795e+04 -2.1014e+05
 2.3180e+01  4.7844e+04  6.8961e+04 -2.1441e+05
 2.3190e+01  5.4696e+04  6.5980e+04 -2.1855e+05
 2.3200e+01  5.8638e+04  5.1494e+04 -2.2297e+05
 2.3210e+01  6.0322e+04  2.6140e+04 -2.3011e+05
 2.3220e+01  6.1282e+04 -6.1880e+03 -2.4090e+05
 2.3230e+01  6.2224e+04 -3.8985e+04 -2.5215e+05
 2.3240e+01  6.2452e+04 -6.5489e+04 -2.5791e+05
 2.3250e+01  5.9498e+04 -8.1544e+04 -2.5345e+05
 2.3260e+01  4.8571e+04 -8.7216e+04 -2.3693e+05
 2.3270e+01  2.4297e+04 -8.4606e+04 -2.0809e+05
 2.3280e+01 -1.5939e+04 -7.5484e+04 -1.6710e+05
 2.3290e+01 -6.8841e+04 -6.1371e+04 -1.1453e+05
 2.3300e+01 -1.2561e+05 -4.4353e+04 -5.2329e+04
 2.3310e+01 -1.7617e+05 -2.7281e+04  1.4458e+04
 2.3320e+01 -2.1318e+05 -1.1862e+04  7.7478e+04
 2.3330e+01 -2.3416e+05  1.2610e+03  1.2699e+05
 2.3340e+01 -2.4173e+05  9.9320e+03  1.5534e+05
 2.3350e+01 -2.4044e+05  1.0492e+04  1.6070e+05
 2.3360e+01 -2.3314e+05 -2.4100e+02  1.4755e+05
 2.3370e+01 -2.2128e+05 -2.2482e+04  1.2423e+05
 2.3380e+01 -2.0760e+05 -5.2367e+04  9.9564e+04
 2.3390e+01 -1.9711e+05 -8.2730e+04  7.9825e+04
 2.3400e+01 -1.9330e+05 -1.0527e+05  6.8405e+04
 2.3410e+01 -1.9491e+05 -1.1392e+05  6.7948e+04
 2.3420e+01 -1.9744e+05 -1.0722e+05  8.0737e+04
 2.3430e+01 -1.9665e+05 -8.8850e+04  1.0471e+05
 2.3440e+01 -1.9102e+05 -6.5269e+04  1.3217e+05
 2.3450e+01 -1.8108e+05 -4.2611e+04  1.5351e+05
 2.3460e+01 -1.6869e+05 -2.4339e+04  1.6128e+05
 2.3470e+01 -1.5780e+05 -1.0436e+04  1.5288e+05
 2.3480e+01 -1.5402e+05  1.8020e+03  1.3065e+05
 2.3490e+01 -1.6149e+05  1.5866e+04  1.0118e+05
 2.3500e+01 -1.8010e+05  3.2801e+04  7.2715e+04
 2.3510e+01 -2.0577e+05  5.0116e+04  5.1333e+04
 2.3520e+01 -2.3257e+05  6.4835e+04  4.1038e+04
 2.3530e+01 -2.5589e+05  7.6172e+04  4.3975e+04
 2.3540e+01 -2.7350e+05  8.5091e+04  5.8081e+04
 2.3550e+01 -2.8395e+05  9.2403e+04  7.6981e+04
 2.3560e+01 -2.8593e+05  9.8004e+04  9.3386e+04
 2.3570e+01 -2.7889e+05  1.0250e+05  1.0190e+05
 2.3580e+01 -2.6346e+05  1.0800e+05  1.0063e+05
 2.3590e+01 -2.4115e+05  1.1614e+05  9.2394e+04
 2.3600e+01 -2.1415e+05  1.2589e+05  8.2861e+04
 2.3610e+01 -1.8498e+05  1.3339e+05  7.6869e+04
 2.3620e+01 -1.5530e+05  1.3373e+05  7.5801e+04
 2.3630e+01 -1.2616e+05  1.2345e+05  7.6716e+04
 2.3640e+01 -9.9755e+04  1.0200e+05  7.3966e+04
 2.3650e+01 -7.9328e+04  7.1967e+04  6.2862e+04
 2.3660e+01 -6.6541e+04  3.8194e+04  4.2875e+04
 2.3670e+01 -5.9826e+04  6.1230e+03  1.7453e+04
 2.3680e+01 -5.5190e+04 -1.9712e+04 -8.7030e+03
 2.3690e+01 -4.8334e+04 -3.7402e+04 -3.2827e+04
 2.3700e+01 -3.7065e+04 -4.7829e+04 -5.4749e+04
 2.3710e+01 -2.1441e+04 -5.3041e+04 -7.3684e+04
 2.3720e+01 -3.2090e+03 -5.4949e+04 -8.6425e+04
 2.3730e+01  1.4155e+04 -5.4614e+04 -8.8285e+04
 2.3740e+01  2.7416e+04 -5.3180e+04 -7.7173e+04
 2.3750e+01  3.5285e+04 -5.1741e+04 -5.6494e+04
 2.3760e+01  3.7952e+04 -4.9687e+04 -3.2110e+04
 2.3770e+01  3.5476e+04 -4.5082e+04 -9.1540e+03
 2.3780e+01  2.7470e+04 -3.7231e+04  9.1630e+03
 2.3790e+01  1.4676e+04 -2.8544e+04  2.1994e+04
 2.3800e+01 -1.4600e+02 -2.2814e+04  3.0909e+04
 2.3810e+01 -1.2866e+04 -2.1923e+04  3.9368e+04
 2.3820e+01 -1.9919e+04 -2.4389e+04  5.0821e+04
 2.3830e+01 -2.0002e+04 -2.6958e+04  6.6366e+04
 2.3840e+01 -1.4218e+04 -2.7453e+04  8.3438e+04
 2.3850e+01 -4.9140e+03 -2.5085e+04  9.7674e+04
 2.3860e+01  6.4840e+03 -1.9232e+04  1.0547e+05
 2.3870e+01  2.0872e+04 -1.0226e+04  1.0395e+05
 2.3880e+01  4.0359e+04  9.4000e+01  9.2117e+04
 2.3890e+01  6.5620e+04  9.9270e+03  7.2551e+04
 2.3900e+01  9.5079e+04  1.8487e+04  5.0894e+04
 2.3910e+01  1.2617e+05  2.5598e+04  3.4464e+04
 2.3920e+01  1.5569e+05  3.1212e+04  2.9967e+04
 2.3930e+01  1.8058e+05  3.4461e+04  4.0070e+04
 2.3940e+01  1.9914e+05  3.3116e+04  6.0880e+04
 2.3950e+01  2.1083e+05  2.5194e+04  8.4358e+04
 2.3960e+01  2.1583e+05  1.0824e+04  1.0235e+05
 2.3970e+01  2.1403e+05 -7.2770e+03  1.0756e+05
 2.3980e+01  2.0543e+05 -2.4392e+04  9.4426e+04
 2.3990e+01  1.9177e+05 -3.6271e+04  6.1364e+04
 2.4000e+01  1.7619e+05 -4.2731e+04  1.0972e+04
 2.4010e+01  1.6192e+05 -4.7828e+04 -5.1340e+04
 2.4020e+01  1.5030e+05 -5.6467e+04 -1.1750e+05
 2.4030e+01  1.3938e+05 -7.1471e+04 -1.7803e+05
 2.4040e+01  1.2639e+05 -9.2105e+04 -2.2426e+05
 2.4050e+01  1.0962e+05 -1.1369e+05 -2.4946e+05
 2.4060e+01  8.8162e+04 -1.2944e+05 -2.5032e+05
 2.4070e+01  6.2168e+04 -1.3454e+05 -2.2952e+05
 2.4080e+01  3.4340e+04 -1.2935e+05 -1.9596e+05
 2.4090e+01  1.0052e+04 -1.1849e+05 -1.6036e+05
 2.4100e+01 -5.8010e+03 -1.0693e+05 -1.3075e+05
 2.4110e+01 -1.1205e+04 -9.7808e+04 -1.1195e+05
 2.4120e+01 -7.0610e+03 -9.2099e+04 -1.0535e+05
 2.4130e+01  2.7430e+03 -8.8243e+04 -1.0819e+05
 2.4140e+01  1.2866e+04 -8.2422e+04 -1.1470e+05
