stlo:  120.6328
stla:   22.6119
stel:    139.00
     T           E           N           Z
 7.9400e+00  7.3875e+04  8.7890e+03 -1.7983e+05
 7.9500e+00  5.2590e+04  4.3169e+04 -1.7110e+05
 7.9600e+00  1.3763e+04  9.7697e+04 -1.4342e+05
 7.9700e+00 -1.7130e+04  1.5293e+05 -1.3714e+05
 7.9800e+00 -1.1246e+04  1.9796e+05 -1.5875e+05
 7.9900e+00  3.8731e+04  2.1466e+05 -1.7029e+05
 8.0000e+00  9.7464e+04  1.8464e+05 -1.4616e+05
 8.0100e+00  1.2153e+05  1.1532e+05 -9.7776e+04
 8.0200e+00  9.4042e+04  4.0557e+04 -5.6968e+04
 8.0300e+00  4.2859e+04 -5.5700e+03 -4.7535e+04
 8.0400e+00  1.2375e+04 -1.8463e+04 -6.5421e+04
 8.0500e+00  9.0590e+03 -1.0144e+04 -9.0604e+04
 8.0600e+00  1.3670e+04  1.8904e+04 -1.2261e+05
 8.0700e+00  2.0751e+04  6.5142e+04 -1.5306e+05
 8.0800e+00  3.1170e+04  1.0613e+05 -1.4968e+05
 8.0900e+00  3.1792e+04  1.1326e+05 -1.0843e+05
 8.1000e+00  1.2292e+04  8.0668e+04 -6.3978e+04
 8.1100e+00 -1.7075e+04  3.2426e+04 -3.7598e+04
 8.1200e+00 -3.8682e+04 -1.7545e+04 -1.5057e+04
 8.1300e+00 -4.3424e+04 -7.8233e+04  1.7324e+04
 8.1400e+00 -3.4321e+04 -1.4014e+05  5.7424e+04
 8.1500e+00 -2.2917e+04 -1.6318e+05  9.3004e+04
 8.1600e+00 -2.0335e+04 -1.3087e+05  1.1685e+05
 8.1700e+00 -3.3284e+04 -8.0016e+04  1.3110e+05
 8.1800e+00 -5.9069e+04 -5.2126e+04  1.3388e+05
 8.1900e+00 -7.3674e+04 -5.7861e+04  1.1689e+05
 8.2000e+00 -6.1129e+04 -8.3163e+04  7.4526e+04
 8.2100e+00 -4.0585e+04 -1.0011e+05  2.5591e+04
 8.2200e+00 -3.2801e+04 -8.9981e+04 -1.4492e+04
 8.2300e+00 -3.5479e+04 -5.9077e+04 -4.7001e+04
 8.2400e+00 -4.2200e+04 -2.0720e+04 -7.2127e+04
 8.2500e+00 -5.3977e+04  2.4380e+04 -9.8160e+04
 8.2600e+00 -5.6576e+04  7.8242e+04 -1.1768e+05
 8.2700e+00 -3.3604e+04  1.2459e+05 -1.0598e+05
 8.2800e+00  6.8840e+03  1.2829e+05 -5.1333e+04
 8.2900e+00  4.0375e+04  7.5746e+04  4.0478e+04
 8.3000e+00  4.6302e+04  2.1690e+03  1.5301e+05
 8.3100e+00  3.2211e+04 -4.3214e+04  2.4321e+05
 8.3200e+00  1.4991e+04 -4.6313e+04  2.5939e+05
 8.3300e+00  3.2260e+03 -3.0321e+04  2.1542e+05
 8.3400e+00  3.8610e+03 -1.6361e+04  1.8084e+05
 8.3500e+00  1.8740e+04 -1.0492e+04  1.9120e+05
 8.3600e+00  4.5489e+04 -1.3465e+04  2.2170e+05
 8.3700e+00  7.4004e+04 -1.4997e+04  2.3872e+05
 8.3800e+00  9.7497e+04 -2.3090e+03  2.1832e+05
 8.3900e+00  1.1754e+05  2.2582e+04  1.5483e+05
 8.4000e+00  1.2326e+05  4.8040e+04  7.5814e+04
 8.4100e+00  1.0459e+05  5.8396e+04  2.3995e+04
 8.4200e+00  7.3725e+04  4.1499e+04  2.8802e+04
 8.4300e+00  4.9377e+04  6.6560e+03  7.0940e+04
 8.4400e+00  4.8256e+04 -2.5209e+04  1.0874e+05
 8.4500e+00  6.8216e+04 -4.1070e+04  1.1860e+05
 8.4600e+00  8.6488e+04 -4.1637e+04  9.4996e+04
 8.4700e+00  9.0259e+04 -3.8470e+04  4.1647e+04
 8.4800e+00  7.3372e+04 -3.5698e+04 -2.5875e+04
 8.4900e+00  4.5617e+04 -2.8496e+04 -7.5153e+04
 8.5000e+00  2.6793e+04 -1.9367e+04 -9.8834e+04
 8.5100e+00  2.2105e+04 -1.6114e+04 -1.0952e+05
 8.5200e+00  2.3033e+04 -1.3758e+04 -1.1859e+05
 8.5300e+00  8.2650e+03 -4.3140e+03 -1.3844e+05
 8.5400e+00 -2.5749e+04  2.0370e+03 -1.6327e+05
 8.5500e+00 -6.4849e+04 -8.2480e+03 -1.8060e+05
 8.5600e+00 -9.7526e+04 -3.1433e+04 -1.8325e+05
 8.5700e+00 -1.1117e+05 -4.9277e+04 -1.6002e+05
 8.5800e+00 -1.0747e+05 -5.0789e+04 -1.0371e+05
 8.5900e+00 -9.7281e+04 -4.8486e+04 -3.1683e+04
 8.6000e+00 -8.9898e+04 -6.7069e+04  3.3068e+04
 8.6100e+00 -9.7851e+04 -1.1555e+05  8.7300e+04
 8.6200e+00 -1.2087e+05 -1.7094e+05  1.1330e+05
 8.6300e+00 -1.3440e+05 -1.9666e+05  7.9713e+04
 8.6400e+00 -1.1440e+05 -1.7068e+05  7.0330e+03
 8.6500e+00 -7.5538e+04 -9.4830e+04 -5.2731e+04
 8.6600e+00 -4.3120e+04 -1.2980e+03 -7.0126e+04
 8.6700e+00 -2.0511e+04  7.0713e+04 -4.7773e+04
 8.6800e+00 -1.0142e+04  1.0733e+05 -1.3256e+04
 8.6900e+00 -8.8460e+03  1.1216e+05  1.5938e+04
 8.7000e+00 -9.2800e+03  9.2787e+04  4.3207e+04
 8.7100e+00 -4.3710e+03  6.0827e+04  7.4411e+04
 8.7200e+00  7.1060e+03  3.2800e+04  9.7607e+04
 8.7300e+00  1.7694e+04  1.7462e+04  1.0396e+05
 8.7400e+00  3.3917e+04  1.0535e+04  1.0293e+05
 8.7500e+00  5.9696e+04  7.8760e+03  9.6586e+04
 8.7600e+00  8.5504e+04  1.5137e+04  7.4264e+04
 8.7700e+00  1.0106e+05  4.0386e+04  3.5333e+04
 8.7800e+00  9.9334e+04  7.9084e+04  3.3470e+03
 8.7900e+00  8.8239e+04  1.1191e+05 -7.2650e+03
 8.8000e+00  8.3892e+04  1.1657e+05  5.4800e+02
 8.8100e+00  8.8471e+04  8.7484e+04  2.3453e+04
 8.8200e+00  9.1905e+04  3.9806e+04  5.9222e+04
 8.8300e+00  8.6428e+04 -5.5990e+03  1.0145e+05
 8.8400e+00  6.5165e+04 -3.2764e+04  1.3507e+05
 8.8500e+00  3.0416e+04 -3.6173e+04  1.4181e+05
 8.8600e+00  6.5260e+03 -2.6898e+04  1.1130e+05
 8.8700e+00  1.5661e+04 -2.2047e+04  6.0788e+04
 8.8800e+00  4.4706e+04 -2.4536e+04  1.9422e+04
 8.8900e+00  6.1209e+04 -2.5516e+04 -5.8370e+03
 8.9000e+00  6.2085e+04 -2.3522e+04 -3.0119e+04
 8.9100e+00  6.9898e+04 -2.5843e+04 -5.9573e+04
 8.9200e+00  8.3208e+04 -3.0535e+04 -8.4259e+04
 8.9300e+00  7.9842e+04 -2.7219e+04 -9.5013e+04
 8.9400e+00  5.5311e+04 -9.8610e+03 -9.1395e+04
 8.9500e+00  2.8856e+04  1.4225e+04 -8.4630e+04
 8.9600e+00  1.7061e+04  2.5798e+04 -8.0222e+04
 8.9700e+00  1.5881e+04  2.0581e+04 -6.9072e+04
 8.9800e+00  1.7984e+04  1.6203e+04 -5.5515e+04
 8.9900e+00  2.2123e+04  2.5080e+04 -6.5156e+04
 9.0000e+00  2.8985e+04  4.1286e+04 -1.0646e+05
 9.0100e+00  3.2136e+04  5.1314e+04 -1.6678e+05
 9.0200e+00  2.1103e+04  4.7686e+04 -2.2693e+05
 9.0300e+00  1.8230e+03  3.1964e+04 -2.6030e+05
 9.0400e+00 -1.3904e+04  1.1001e+04 -2.4261e+05
 9.0500e+00 -2.2973e+04 -9.4120e+03 -1.7039e+05
 9.0600e+00 -3.1912e+04 -3.1266e+04 -6.9274e+04
 9.0700e+00 -5.2604e+04 -5.5286e+04  3.5409e+04
 9.0800e+00 -8.6231e+04 -6.9581e+04  1.2609e+05
 9.0900e+00 -1.1081e+05 -6.2893e+04  1.8629e+05
 9.1000e+00 -9.8079e+04 -3.7774e+04  2.1020e+05
 9.1100e+00 -4.6438e+04 -9.9080e+03  2.1114e+05
 9.1200e+00  2.2394e+04 -1.2810e+03  2.1609e+05
 9.1300e+00  7.5941e+04 -2.4744e+04  2.3358e+05
 9.1400e+00  8.6552e+04 -7.0600e+04  2.5067e+05
 9.1500e+00  4.6826e+04 -1.1156e+05  2.3978e+05
 9.1600e+00 -2.5284e+04 -1.2471e+05  1.7686e+05
 9.1700e+00 -7.9209e+04 -1.0262e+05  7.7214e+04
 9.1800e+00 -8.1848e+04 -4.9561e+04 -1.5236e+04
 9.1900e+00 -4.8654e+04  1.7538e+04 -6.5548e+04
 9.2000e+00 -7.6340e+03  7.1202e+04 -7.3829e+04
 9.2100e+00  2.0335e+04  9.2041e+04 -6.0196e+04
 9.2200e+00  3.0975e+04  8.0780e+04 -3.9759e+04
 9.2300e+00  2.5996e+04  5.3130e+04 -3.5712e+04
 9.2400e+00  1.1715e+04  3.0198e+04 -6.8707e+04
 9.2500e+00  6.3110e+03  2.4767e+04 -1.2300e+05
 9.2600e+00  1.3073e+04  3.8832e+04 -1.6700e+05
 9.2700e+00  2.4151e+04  6.5276e+04 -1.7957e+05
 9.2800e+00  3.1259e+04  8.9163e+04 -1.5296e+05
 9.2900e+00  2.9926e+04  9.9027e+04 -9.9985e+04
 9.3000e+00  3.4703e+04  9.1772e+04 -4.3080e+04
 9.3100e+00  4.8190e+04  7.2773e+04 -1.3860e+03
 9.3200e+00  5.7258e+04  4.9328e+04  2.3951e+04
 9.3300e+00  5.7172e+04  1.6543e+04  4.5580e+04
 9.3400e+00  4.6716e+04 -3.1145e+04  6.4729e+04
 9.3500e+00  3.9933e+04 -7.0714e+04  8.0174e+04
 9.3600e+00  4.7142e+04 -6.8691e+04  9.6625e+04
 9.3700e+00  5.6321e+04 -2.8122e+04  1.0090e+05
 9.3800e+00  6.5076e+04  1.8363e+04  7.2090e+04
 9.3900e+00  8.0573e+04  5.1151e+04  1.1872e+04
 9.4000e+00  1.0654e+05  7.4476e+04 -6.1846e+04
 9.4100e+00  1.4261e+05  9.0137e+04 -1.2053e+05
 9.4200e+00  1.6624e+05  8.9456e+04 -1.3110e+05
 9.4300e+00  1.5215e+05  7.0207e+04 -6.8570e+04
 9.4400e+00  1.0121e+05  3.6346e+04  5.8552e+04
 9.4500e+00  2.6771e+04 -4.5170e+03  1.9430e+05
 9.4600e+00 -4.8964e+04 -4.2321e+04  2.6736e+05
 9.4700e+00 -9.6523e+04 -7.2042e+04  2.3747e+05
 9.4800e+00 -9.6855e+04 -8.6433e+04  1.2722e+05
 9.4900e+00 -5.5953e+04 -7.7715e+04  1.1100e+03
 9.5000e+00  2.2740e+03 -5.6991e+04 -7.6970e+04
 9.5100e+00  5.0247e+04 -4.5030e+04 -7.9004e+04
 9.5200e+00  6.4167e+04 -5.3104e+04 -2.5860e+04
 9.5300e+00  4.2208e+04 -8.2023e+04  3.2292e+04
 9.5400e+00  4.8950e+03 -1.1820e+05  4.9601e+04
 9.5500e+00 -2.4127e+04 -1.4249e+05  1.9294e+04
 9.5600e+00 -3.2716e+04 -1.4974e+05 -2.5926e+04
 9.5700e+00 -2.9645e+04 -1.4045e+05 -4.9880e+04
 9.5800e+00 -2.9492e+04 -1.0852e+05 -3.6557e+04
 9.5900e+00 -3.7061e+04 -5.8977e+04  1.4034e+04
 9.6000e+00 -5.9520e+04 -1.1652e+04  8.3002e+04
 9.6100e+00 -9.7385e+04  1.4258e+04  1.4208e+05
 9.6200e+00 -1.3111e+05  7.5140e+03  1.6269e+05
 9.6300e+00 -1.3561e+05 -2.3164e+04  1.2880e+05
 9.6400e+00 -1.0181e+05 -5.1021e+04  5.0762e+04
 9.6500e+00 -4.7376e+04 -5.6194e+04 -4.3034e+04
 9.6600e+00  7.1690e+03 -3.6899e+04 -1.1647e+05
 9.6700e+00  4.7948e+04  2.8700e+03 -1.5110e+05
 9.6800e+00  6.3560e+04  5.7810e+04 -1.4107e+05
 9.6900e+00  5.7049e+04  1.1264e+05 -8.8853e+04
 9.7000e+00  4.4169e+04  1.4521e+05 -2.1554e+04
 9.7100e+00  4.7134e+04  1.4171e+05  2.2851e+04
 9.7200e+00  7.5523e+04  1.0675e+05  2.9946e+04
 9.7300e+00  1.1238e+05  5.8205e+04  1.4094e+04
 9.7400e+00  1.2779e+05  1.8882e+04 -2.1549e+04
 9.7500e+00  1.0964e+05  6.9790e+03 -7.1569e+04
 9.7600e+00  6.8727e+04  2.7769e+04 -1.1020e+05
 9.7700e+00  1.7562e+04  7.3111e+04 -1.1863e+05
 9.7800e+00 -2.0701e+04  1.2317e+05 -1.0406e+05
 9.7900e+00 -2.7228e+04  1.6527e+05 -9.3111e+04
 9.8000e+00 -7.2760e+03  2.0034e+05 -1.0360e+05
 9.8100e+00  2.8682e+04  2.1528e+05 -1.2506e+05
 9.8200e+00  6.7681e+04  1.8346e+05 -1.1973e+05
 9.8300e+00  9.2590e+04  1.0533e+05 -6.8433e+04
 9.8400e+00  9.0447e+04  1.7938e+04  5.1360e+03
 9.8500e+00  6.1077e+04 -4.0033e+04  6.5003e+04
 9.8600e+00  2.2282e+04 -5.9479e+04  1.0107e+05
 9.8700e+00 -7.0650e+03 -6.3204e+04  1.2459e+05
 9.8800e+00 -1.7583e+04 -7.8902e+04  1.4614e+05
 9.8900e+00 -1.0426e+04 -1.1563e+05  1.7636e+05
 9.9000e+00 -7.3790e+03 -1.6020e+05  2.1065e+05
 9.9100e+00 -2.1975e+04 -1.8704e+05  2.2982e+05
 9.9200e+00 -3.5191e+04 -1.7933e+05  2.1243e+05
 9.9300e+00 -2.1914e+04 -1.4425e+05  1.5413e+05
 9.9400e+00  2.1168e+04 -1.0919e+05  7.7369e+04
 9.9500e+00  6.3326e+04 -9.7154e+04  9.5170e+03
 9.9600e+00  6.5395e+04 -1.0216e+05 -4.1198e+04
 9.9700e+00  2.4605e+04 -1.0104e+05 -7.5591e+04
 9.9800e+00 -3.0312e+04 -8.3391e+04 -8.4718e+04
 9.9900e+00 -6.6943e+04 -5.1267e+04 -6.8382e+04
 1.0000e+01 -6.5618e+04 -1.2820e+04 -4.6374e+04
 1.0010e+01 -3.1654e+04  1.4435e+04 -4.8909e+04
 1.0020e+01  1.4823e+04  1.9401e+04 -8.2244e+04
 1.0030e+01  5.1451e+04  1.0644e+04 -1.2275e+05
 1.0040e+01  6.9691e+04  7.2440e+03 -1.5439e+05
 1.0050e+01  8.2156e+04  2.5155e+04 -1.7632e+05
 1.0060e+01  9.5087e+04  6.4163e+04 -1.8247e+05
 1.0070e+01  9.8482e+04  1.0666e+05 -1.5838e+05
 1.0080e+01  8.4984e+04  1.3567e+05 -1.0053e+05
 1.0090e+01  5.7187e+04  1.4582e+05 -2.7602e+04
 1.0100e+01  2.7818e+04  1.3434e+05  3.4145e+04
 1.0110e+01  1.4156e+04  9.5768e+04  7.6558e+04
 1.0120e+01  1.4762e+04  3.7285e+04  1.1000e+05
 1.0130e+01  1.1317e+04 -1.7059e+04  1.5346e+05
 1.0140e+01 -6.7860e+03 -4.8074e+04  2.1719e+05
 1.0150e+01 -3.3023e+04 -5.7503e+04  2.8853e+05
 1.0160e+01 -4.6832e+04 -6.1698e+04  3.3193e+05
 1.0170e+01 -3.0356e+04 -6.7974e+04  3.1277e+05
 1.0180e+01  1.4463e+04 -6.7432e+04  2.3522e+05
 1.0190e+01  6.1607e+04 -5.4355e+04  1.2412e+05
 1.0200e+01  8.5074e+04 -2.9747e+04 -4.2230e+03
 1.0210e+01  8.8897e+04  9.0310e+03 -1.3339e+05
 1.0220e+01  9.3397e+04  6.1366e+04 -2.3256e+05
 1.0230e+01  1.0703e+05  1.1373e+05 -2.7024e+05
 1.0240e+01  1.2209e+05  1.4267e+05 -2.5014e+05
 1.0250e+01  1.2764e+05  1.2750e+05 -2.0362e+05
 1.0260e+01  1.1908e+05  6.5276e+04 -1.5075e+05
 1.0270e+01  9.5185e+04 -2.6374e+04 -9.7748e+04
 1.0280e+01  6.0649e+04 -1.1778e+05 -4.8887e+04
 1.0290e+01  2.1386e+04 -1.7775e+05 -1.5197e+04
 1.0300e+01 -1.7391e+04 -1.8305e+05 -1.6972e+04
 1.0310e+01 -3.4667e+04 -1.3523e+05 -5.1778e+04
 1.0320e+01 -1.4543e+04 -6.4215e+04 -9.9413e+04
 1.0330e+01  3.1789e+04  3.0260e+03 -1.4776e+05
 1.0340e+01  8.0314e+04  5.3667e+04 -1.8367e+05
 1.0350e+01  1.0321e+05  7.4969e+04 -1.9660e+05
 1.0360e+01  8.7618e+04  6.3153e+04 -1.8098e+05
 1.0370e+01  3.9978e+04  3.1027e+04 -1.3186e+05
 1.0380e+01 -2.4214e+04 -4.3430e+03 -5.1357e+04
 1.0390e+01 -7.9599e+04 -3.2478e+04  4.5907e+04
 1.0400e+01 -1.0791e+05 -5.0309e+04  1.4682e+05
 1.0410e+01 -1.1068e+05 -5.5557e+04  2.3174e+05
 1.0420e+01 -9.8089e+04 -4.1374e+04  2.5586e+05
 1.0430e+01 -7.1553e+04 -1.8040e+03  1.9649e+05
 1.0440e+01 -2.4973e+04  5.5516e+04  8.9778e+04
 1.0450e+01  3.4790e+04  1.0306e+05 -1.5570e+03
 1.0460e+01  8.1612e+04  1.1269e+05 -4.0956e+04
 1.0470e+01  8.9889e+04  8.1718e+04 -4.1404e+04
 1.0480e+01  6.3502e+04  3.2572e+04 -3.3761e+04
 1.0490e+01  3.0139e+04 -9.6660e+03 -2.7000e+04
 1.0500e+01  1.0352e+04 -3.6300e+04 -1.0177e+04
 1.0510e+01  8.8450e+03 -4.9978e+04  2.1600e+04
 1.0520e+01  1.8620e+04 -5.3153e+04  5.6166e+04
 1.0530e+01  3.6650e+04 -4.4078e+04  8.3309e+04
 1.0540e+01  6.5924e+04 -2.3610e+04  9.6569e+04
 1.0550e+01  1.0206e+05 -2.9690e+03  8.3827e+04
 1.0560e+01  1.3973e+05  6.6680e+03  4.5568e+04
 1.0570e+01  1.6707e+05 -1.1410e+03 -3.8510e+03
 1.0580e+01  1.6645e+05 -3.1859e+04 -4.9700e+04
 1.0590e+01  1.3244e+05 -8.0928e+04 -8.2787e+04
 1.0600e+01  7.2547e+04 -1.2177e+05 -1.0098e+05
 1.0610e+01  2.7820e+03 -1.1694e+05 -1.0228e+05
 1.0620e+01 -5.4400e+04 -5.7199e+04 -8.0730e+04
 1.0630e+01 -7.9705e+04  2.1414e+04 -3.4003e+04
 1.0640e+01 -6.8965e+04  7.1245e+04  4.0513e+04
 1.0650e+01 -3.4913e+04  7.3599e+04  1.3453e+05
 1.0660e+01  1.6500e+03  4.1367e+04  2.1350e+05
 1.0670e+01  2.0075e+04  5.3500e+02  2.4450e+05
 1.0680e+01  9.3770e+03 -2.3216e+04  2.1739e+05
 1.0690e+01 -1.1274e+04 -2.3232e+04  1.5392e+05
 1.0700e+01 -1.5284e+04 -1.7147e+04  9.3925e+04
 1.0710e+01  3.6700e+02 -2.6234e+04  6.7910e+04
 1.0720e+01  3.0042e+04 -5.6809e+04  7.3279e+04
 1.0730e+01  5.9242e+04 -9.7861e+04  7.3970e+04
 1.0740e+01  7.2301e+04 -1.2940e+05  3.9481e+04
 1.0750e+01  7.2777e+04 -1.3712e+05 -3.6963e+04
 1.0760e+01  7.7725e+04 -1.2613e+05 -1.3022e+05
 1.0770e+01  9.6786e+04 -1.1182e+05 -1.9552e+05
 1.0780e+01  1.2023e+05 -9.8621e+04 -2.0360e+05
 1.0790e+01  1.2913e+05 -7.7558e+04 -1.5866e+05
 1.0800e+01  1.0636e+05 -4.2883e+04 -8.2723e+04
 1.0810e+01  4.8744e+04 -4.8050e+03  7.7000e+02
 1.0820e+01 -2.6398e+04  1.8456e+04  6.2024e+04
 1.0830e+01 -8.9527e+04  1.3998e+04  8.8986e+04
 1.0840e+01 -1.2084e+05 -2.0649e+04  9.3850e+04
 1.0850e+01 -1.2052e+05 -7.1149e+04  8.3856e+04
 1.0860e+01 -8.8993e+04 -1.0688e+05  5.8110e+04
 1.0870e+01 -2.6465e+04 -1.0627e+05  2.7752e+04
 1.0880e+01  5.2287e+04 -8.1530e+04  1.1727e+04
 1.0890e+01  1.1142e+05 -6.3950e+04  1.9319e+04
 1.0900e+01  1.1104e+05 -6.7582e+04  5.1172e+04
 1.0910e+01  4.5768e+04 -7.7824e+04  8.6525e+04
 1.0920e+01 -4.5045e+04 -7.8226e+04  9.2586e+04
 1.0930e+01 -1.1041e+05 -6.8241e+04  5.9125e+04
 1.0940e+01 -1.2576e+05 -4.9756e+04  7.8430e+03
 1.0950e+01 -9.3564e+04 -2.5938e+04 -3.4324e+04
 1.0960e+01 -3.7502e+04 -4.7970e+03 -6.6225e+04
 1.0970e+01  1.5335e+04  1.0828e+04 -9.1096e+04
 1.0980e+01  5.8095e+04  2.2922e+04 -9.9465e+04
 1.0990e+01  9.4272e+04  3.2796e+04 -8.5425e+04
 1.1000e+01  1.2930e+05  4.3557e+04 -6.3577e+04
 1.1010e+01  1.5720e+05  5.9701e+04 -6.1312e+04
 1.1020e+01  1.6650e+05  7.9627e+04 -8.6675e+04
 1.1030e+01  1.6200e+05  9.1222e+04 -1.1560e+05
 1.1040e+01  1.5158e+05  7.7500e+04 -1.1088e+05
 1.1050e+01  1.4178e+05  2.8802e+04 -6.0582e+04
 1.1060e+01  1.4317e+05 -5.1636e+04  1.9011e+04
 1.1070e+01  1.5676e+05 -1.4998e+05  1.0574e+05
 1.1080e+01  1.7121e+05 -2.4191e+05  1.7951e+05
 1.1090e+01  1.7696e+05 -2.9933e+05  2.2050e+05
 1.1100e+01  1.7191e+05 -3.0912e+05  2.2074e+05
 1.1110e+01  1.5795e+05 -2.7799e+05  1.9611e+05
 1.1120e+01  1.4383e+05 -2.2431e+05  1.6789e+05
 1.1130e+01  1.4605e+05 -1.7610e+05  1.5398e+05
 1.1140e+01  1.6829e+05 -1.5536e+05  1.5445e+05
 1.1150e+01  1.9600e+05 -1.6283e+05  1.4955e+05
 1.1160e+01  2.0876e+05 -1.8973e+05  1.2459e+05
 1.1170e+01  1.8940e+05 -2.2651e+05  9.2571e+04
 1.1180e+01  1.3898e+05 -2.6216e+05  8.7035e+04
 1.1190e+01  7.0468e+04 -2.8772e+05  1.1214e+05
 1.1200e+01  5.1020e+03 -2.9700e+05  1.4298e+05
 1.1210e+01 -3.5090e+04 -2.8767e+05  1.6160e+05
 1.1220e+01 -5.3349e+04 -2.6354e+05  1.6693e+05
 1.1230e+01 -6.4546e+04 -2.3395e+05  1.6870e+05
 1.1240e+01 -7.1855e+04 -2.1750e+05  1.7326e+05
 1.1250e+01 -6.8124e+04 -2.2985e+05  1.7416e+05
 1.1260e+01 -4.5432e+04 -2.5764e+05  1.5657e+05
 1.1270e+01 -7.5820e+03 -2.6766e+05  1.1188e+05
 1.1280e+01  2.9852e+04 -2.4591e+05  5.1304e+04
 1.1290e+01  4.7655e+04 -2.1335e+05  8.3200e+02
 1.1300e+01  3.8100e+04 -2.0179e+05 -2.2183e+04
 1.1310e+01  1.4784e+04 -2.1988e+05 -3.2970e+03
 1.1320e+01 -6.8100e+03 -2.5267e+05  7.7921e+04
 1.1330e+01 -2.1376e+04 -2.8512e+05  2.1960e+05
 1.1340e+01 -2.6165e+04 -3.0425e+05  3.7202e+05
 1.1350e+01 -1.4809e+04 -2.9383e+05  4.5826e+05
 1.1360e+01  1.8870e+04 -2.4621e+05  4.2814e+05
 1.1370e+01  6.4924e+04 -1.7472e+05  2.9142e+05
 1.1380e+01  1.0073e+05 -1.0665e+05  1.0418e+05
 1.1390e+01  1.1123e+05 -5.6291e+04 -6.3357e+04
 1.1400e+01  9.6144e+04 -1.9348e+04 -1.5119e+05
 1.1410e+01  5.9556e+04  6.7780e+03 -1.3365e+05
 1.1420e+01 -6.8200e+02  2.0025e+04 -2.4750e+04
 1.1430e+01 -8.7041e+04  2.1757e+04  1.2499e+05
 1.1440e+01 -1.8507e+05  2.0119e+04  2.4325e+05
 1.1450e+01 -2.6395e+05  2.9346e+04  2.7281e+05
 1.1460e+01 -3.0015e+05  6.1477e+04  2.0663e+05
 1.1470e+01 -2.8791e+05  1.1476e+05  9.1966e+04
 1.1480e+01 -2.4568e+05  1.6950e+05 -1.5549e+04
 1.1490e+01 -2.1573e+05  2.0357e+05 -8.0557e+04
 1.1500e+01 -2.3949e+05  2.1136e+05 -8.7972e+04
 1.1510e+01 -3.3164e+05  2.0287e+05 -5.1475e+04
 1.1520e+01 -4.6970e+05  1.9671e+05 -1.9490e+04
 1.1530e+01 -6.1196e+05  2.1511e+05 -4.4078e+04
 1.1540e+01 -7.2670e+05  2.6819e+05 -1.3197e+05
 1.1550e+01 -8.1155e+05  3.4299e+05 -2.5110e+05
 1.1560e+01 -8.8953e+05  4.1810e+05 -3.6807e+05
 1.1570e+01 -9.8116e+05  4.8518e+05 -4.5657e+05
 1.1580e+01 -1.0924e+06  5.4622e+05 -4.8900e+05
 1.1590e+01 -1.2138e+06  5.9118e+05 -4.5334e+05
 1.1600e+01 -1.3146e+06  5.9818e+05 -3.7674e+05
 1.1610e+01 -1.3572e+06  5.5933e+05 -3.1907e+05
 1.1620e+01 -1.3242e+06  4.8418e+05 -3.2933e+05
 1.1630e+01 -1.2450e+06  3.8632e+05 -4.0517e+05
 1.1640e+01 -1.1825e+06  2.8825e+05 -4.9994e+05
 1.1650e+01 -1.1610e+06  2.2235e+05 -5.5306e+05
 1.1660e+01 -1.1335e+06  2.0433e+05 -5.4028e+05
 1.1670e+01 -1.0371e+06  2.1639e+05 -4.9798e+05
 1.1680e+01 -8.5376e+05  2.2816e+05 -4.9067e+05
 1.1690e+01 -6.1654e+05  2.1740e+05 -5.7302e+05
 1.1700e+01 -3.8774e+05  1.7507e+05 -7.4775e+05
 1.1710e+01 -2.3530e+05  1.1140e+05 -9.4269e+05
 1.1720e+01 -1.9030e+05  5.7442e+04 -1.0402e+06
 1.1730e+01 -2.1013e+05  5.0190e+04 -9.4531e+05
 1.1740e+01 -2.0656e+05  1.0326e+05 -6.5355e+05
 1.1750e+01 -1.0908e+05  1.9087e+05 -2.4833e+05
 1.1760e+01  8.4660e+04  2.5988e+05  1.5140e+05
 1.1770e+01  3.1294e+05  2.6150e+05  4.3788e+05
 1.1780e+01  5.1052e+05  1.7880e+05  5.6070e+05
 1.1790e+01  6.4113e+05  3.2612e+04  5.5926e+05
 1.1800e+01  6.9199e+05 -1.2370e+05  5.3839e+05
 1.1810e+01  6.7346e+05 -2.2759e+05  5.9946e+05
 1.1820e+01  6.1175e+05 -2.4536e+05  7.8678e+05
 1.1830e+01  5.3057e+05 -1.8873e+05  1.0687e+06
 1.1840e+01  4.6044e+05 -1.0259e+05  1.3625e+06
 1.1850e+01  4.5455e+05 -4.8837e+04  1.5829e+06
 1.1860e+01  5.5920e+05 -8.8633e+04  1.6789e+06
 1.1870e+01  7.6531e+05 -2.4453e+05  1.6415e+06
 1.1880e+01  1.0024e+06 -4.6993e+05  1.4773e+06
 1.1890e+01  1.1865e+06 -6.7964e+05  1.2013e+06
 1.1900e+01  1.2521e+06 -8.1175e+05  8.4985e+05
 1.1910e+01  1.1627e+06 -8.4916e+05  4.8132e+05
 1.1920e+01  9.4468e+05 -8.0639e+05  1.6063e+05
 1.1930e+01  6.8915e+05 -7.1297e+05 -6.5565e+04
 1.1940e+01  4.9240e+05 -5.9705e+05 -1.8502e+05
 1.1950e+01  3.9920e+05 -4.7280e+05 -2.2429e+05
 1.1960e+01  3.8297e+05 -3.3812e+05 -2.4000e+05
 1.1970e+01  3.7519e+05 -1.9117e+05 -2.8730e+05
 1.1980e+01  3.2191e+05 -5.0512e+04 -3.8577e+05
